cas,smiles,h1,h2,homo_ev,lumo_ev,gap_ev,omega,dipole_moment_debye,molecular_volume_A3,h_nbo_charge,o_nbo_charge,polar,sasa,3and6,4and5,logp,hbd,hba,mu,sigma,ei
99807-59-7,O=C(O)C=1C=C(C(=O)O)C(=CC1Cl)C(=O)O,18.0,20.0,-8.9974444667825,-1.197845169901,7.7995992968815,3.331707399937382,2.8873728283683766,182.39200000000005,0.53578,-0.65062,191.1142673333333,185.7889923986136,0,2,1.4346,3.0,3.0,14.39770865953031,1.894178073313525,0.014067539356483333
176796-64-8,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(=O)O,17.0,21.0,-8.636349387169,-0.764639919905,7.871709467264,2.806842666108895,2.7760466674751707,195.99200000000005,0.53263,-0.66404,202.44308433333333,189.34761836663955,0,1,0.1674000000000002,4.0,4.0,13.055646428849428,1.878947005966947,0.0015266988424280908
2080747-16-4,O=C(O)C1=CC=C(Cl)C(=C1C(=O)O)N(=O)=O,16.0,19.0,-9.2238431903985,-1.853095321905,7.370747868493499,4.161672906009696,5.6889968825795645,178.19200000000004,0.53886,-0.63683,188.46528666666669,172.54636497420435,1,1,1.6446,2.0,4.0,12.119300379895094,2.091321081713756,0.0009664581369438173
4277-02-5,O=C(O)C=1C=C(C=C(C1C(=O)O)N(=O)=O)N(=O)=O,18.0,21.0,-9.8812702532065,-2.2623545530570004,7.6189157001495,4.838865175802003,5.407243636086689,185.82400000000004,0.54155,-0.63466,199.87258366666663,174.07203741569947,1,1,0.8994,2.0,6.0,13.411194418767394,2.2186906454853923,0.01101518160321037
4961-03-9,O=C(O)C=1C=C(C(=O)O)C(=CC1O)C(=O)O,18.0,21.0,-8.485054086290999,-0.966004169275,7.519049917015999,2.9698732930327,3.600695057902016,174.05600000000004,0.53483,-0.65359,185.9663623333333,186.9252035027146,0,2,0.4868,4.0,4.0,13.137214309178177,1.8762035471833958,0.0017377779814391342
57296-46-5,O=C(O)C1=CC(OC)=C(Cl)C(Cl)=C1C(=O)O,16.0,21.0,-8.3302213053565,-0.9303572548595,7.399864050497001,2.897293608528268,4.121956647030631,194.08000000000004,0.5389,-0.64731,205.21972266666663,176.89507840873162,1,2,2.3984,2.0,3.0,10.425438768542108,1.934888362958694,1.0605953504208435e-05
2248293-20-9,O=C(O)C1=CC=C(C=C1C(=O)O)CC(NC(=O)OC(C)(C)C)C,23.0,27.0,-8.532946123979,-0.648175191891,7.884770932088,2.6726517911155243,2.2574491467140514,296.22400000000005,0.53124,-0.66734,301.7061273333333,189.0325879198413,0,1,2.5387000000000004,3.0,4.0,13.023807056838507,1.8958609175178576,0.0015821782156328294
2088-87-1,O=C(O)C=1C=CC=2C=CC=CC2C1C(=O)O,16.0,23.0,-7.821640518771999,-0.9934876681755,6.828152850596499,2.845077089389114,3.071451497256631,182.12000000000003,0.53534,-0.65756,230.54824266666665,177.47256104056743,1,1,2.2362,2.0,2.0,11.413326684027169,1.937041475808249,9.465451416726931e-05
103203-38-9,O=C(O)C1=CC(OC)=CC(=C1C(=O)O)C,15.0,21.0,-8.042052737677,-0.465314684355,7.576738053322,2.3880758429321265,4.01218808382658,180.36800000000005,0.53281,-0.66626,191.69357033333333,173.4903577400029,1,1,1.40002,2.0,3.0,8.906798982757408,1.983321474591715,4.447861365769371e-07
219537-88-9,O=C(O)C1=CC=C(C#CC=2C=CC=CC2)C=C1C(=O)O,20.0,29.0,-7.6912979843825,-1.1758039480105,6.515494036372001,3.01686626679918,2.057549379723364,232.89600000000004,0.53332,-0.66173,313.52680066666665,186.1189403119481,0,1,2.4828,2.0,2.0,14.903207933361358,1.9110481215132995,0.029632211791426638
76284-57-6,O=C(O)C1=CC=C(F)C(=C1C(=O)O)C(F)(F)F,17.0,20.0,-9.2390815660265,-0.8046406559285,8.434440910098001,2.990013124373782,3.596901052294878,174.91200000000003,0.53841,-0.64261,160.699108,172.40465155252005,1,1,2.2409000000000003,2.0,2.0,10.393713446468809,1.9360361898676164,9.966106285010096e-06
325780-76-5,O=C(O)C1=C(OCC)C=2C=CC=CC2C(OCC)=C1C(=O)O,22.0,37.0,-7.6689846486415005,-0.689536497167,6.9794481514745,2.502521482667938,5.250387681876453,267.09600000000006,0.53191,-0.65501,309.36734466666667,151.67176444977432,2,2,3.0336000000000007,2.0,4.0,6.464413151056419,2.2719721036247114,4.065703857932829e-08
22037-61-2,O=C(O)C1=CC=C(C=C)C=C1C(=O)O,14.0,21.0,-8.121509982023,-0.9978414897835,7.123668492239499,2.91853036665506,1.6223599662220465,166.79200000000003,0.5321,-0.66467,195.09210700000003,186.6145663015189,0,1,1.726,2.0,2.0,14.632383221296038,1.9139546946274617,0.020840796653171553
137023-78-0,O=C(O)C=1C=C(C(=CC1C(=O)O)CC)CC,16.0,19.0,-8.448046602623,-0.570894858349,7.877151744274,2.5815582750315733,2.7758233319143346,205.78400000000005,0.53058,-0.67225,220.9511243333333,191.3637461637674,0,2,2.2078,2.0,2.0,12.386447299307008,1.893013960846222,0.0004820544354375133
201730-10-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(=O)O,17.0,21.0,-8.650771421245501,-0.789674394151,7.861097027094502,2.834274175928128,3.447903074333732,195.97600000000008,0.53274,-0.66311,202.51384466666664,189.4308525292656,0,1,0.1674000000000002,4.0,4.0,12.655779697791218,1.8743285993857361,0.0007146181117945131
76284-58-7,O=C(O)C=1C(Cl)=CC=C(C1C(=O)O)C(F)(F)F,17.0,20.0,-9.1177187887035,-0.7472246334729999,8.3704941552305,2.9065520779897,1.7020578368551404,185.40800000000004,0.53764,-0.6348,176.5372106666667,159.12618032578263,2,0,2.7552000000000003,2.0,2.0,9.2817913115301,2.281583051338153,2.0879796775978815e-05
82784-82-5,O=C(O)C1=CC=C(O)C(O)=C1C(=O)O,14.0,19.0,-8.2153892604455,-0.521914365259,7.6934748951865,2.4806890152950323,5.09748380478055,155.55200000000005,0.53499,-0.65644,163.68261,180.8334811175037,1,1,0.4941999999999998,4.0,4.0,8.278470799007522,1.9958709280650266,1.0052598181303923e-07
2384497-19-0,O=C(O)C1=CC(O)=C(N)C=C1C(=O)O,14.0,20.0,-7.5503430098235,-0.4791924907305,7.071150519093,2.279453682274565,5.193790811151331,159.40800000000004,0.53052,-0.67108,177.7836586666667,186.94889980781525,0,2,0.3708000000000001,4.0,4.0,10.26446110072743,1.9421850145487902,7.842844053073539e-06
861555-37-5,O=C(O)C1=CC=C(C(OC)=C1C(=O)O)C,15.0,21.0,-8.516075065248,-0.63674641017,7.879328655078,2.658035494777937,3.555195966469359,180.68000000000004,0.53562,-0.65892,189.503784,175.81879847909372,1,1,1.40002,2.0,3.0,9.848821577965651,1.951286103837907,3.207565255694897e-06
202262-76-8,O=C(O)C=1C=CC=C(NO)C1C(=O)O,14.0,20.0,-7.993344358437501,-0.5874938032295001,7.405850555208,2.4855613480122645,5.093633408481612,159.63200000000003,0.53441,-0.6647,170.00416666666666,171.9182299867726,1,0,0.8840999999999999,4.0,4.0,8.510956015514694,1.9840981019013457,1.5927948952711022e-07
7717-74-0,O=C(O)C1=CC=C(OC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1,29.0,27.0,-8.1430069762125,-0.7611024398485,7.381904536364001,2.6850511308643106,2.646561678858061,247.00800000000007,0.53274,-0.66014,285.83664666666664,189.6605479692716,0,1,2.5735,3.0,4.0,13.135873091099313,1.8810434919337038,0.0017791314671741394
1301739-50-3,O=C(O)C1=CC(Cl)=C(C=C1C(=O)O)C(F)(F)F,17.0,20.0,-9.078262280381,-1.148864676811,7.929397603570001,3.297669351056144,4.477490518136247,186.26400000000004,0.53607,-0.64854,179.24709366666664,185.8486621613127,0,2,2.7552000000000003,2.0,2.0,13.089442896558836,1.8982784349317765,0.0017976269960880559
889943-38-8,O=C(O)C1=CC(N)=C(N)C=C1C(=O)O,14.0,21.0,-7.136457843213,-0.416878418966,6.719579424247,2.122636146083712,4.47100074479976,162.79200000000003,0.52855,-0.68224,190.0711776666667,186.6143520403136,0,2,0.2473999999999999,4.0,4.0,10.590927603432135,1.9281034027226551,1.4535258815649016e-05
84029-87-8,O=C(O)C=1C=C(C(=CC1C(=O)O)C(C)C)C,16.0,19.0,-8.433896682397,-0.580146729266,7.853749953131,2.586438934020065,2.8839448642441137,205.3040000000001,0.53072,-0.67171,221.2753943333333,186.03439854866,0,2,2.514820000000001,2.0,2.0,12.34102697468336,1.8905357214796428,0.0004345470373898772
169739-72-4,O=C(O)C1=CC=C(C=C1C(=O)O)NN,14.0,18.0,-7.3827208779155,-0.3485778424905,7.034143035425,2.124387420156434,7.207310746041134,162.96000000000004,0.5312,-0.66509,187.216898,187.0265878025659,0,1,0.3686000000000001,4.0,4.0,8.240540446557532,2.1149040372524404,4.260071348973489e-07
1236108-27-2,O=C(O)C1=CC(N=NC=2C=C(C(=O)O)C(C(=O)O)=C(C2)C(=O)O)=CC(C(=O)O)=C1C(=O)O,41.0,40.0,-8.593899626491,-1.988063791753,6.605835834738,4.237841833587418,4.255446614634003,339.4240000000001,0.53816,-0.65265,404.487116,174.71400016198197,1,1,2.2912,6.0,8.0,13.53698820507833,2.0879463382198757,0.008305105465048118
1257323-85-5,O=C(O)C1=CC=C(C=C1C(=O)O)C(NC(=O)OC(C=2C=CC=CC2N(=O)=O)C)C(=O)O,31.0,35.0,-8.8396184334925,-1.4574417832780002,7.3821766502145,3.590724461487822,4.685796927951532,353.16800000000006,0.53262,-0.66037,376.4149076666667,157.28263510133442,0,1,2.6043000000000003,4.0,7.0,13.898977632605607,1.9344418657501221,0.007849426562315458
830320-86-0,N#CC1=CC=C(C(=O)O)C(=C1)C(=O)O,18.0,16.0,-9.1974481469,-1.1665520770935,8.0308960698065,3.343727141693835,5.715043180939231,157.37600000000003,0.53599,-0.65279,170.580072,185.79832377011144,0,1,0.95468,2.0,3.0,12.212279124272015,1.9460870882097043,0.0004873689743858708
106860-70-2,O=NC1=CC=CC(C(=O)O)=C1C(=O)O,18.0,17.0,-8.6850577664085,-2.1897001549735,6.495357611435,4.551726283725494,3.954174306982432,154.33600000000004,0.5383,-0.64624,171.63019766666665,179.6068542347105,1,0,1.4809,2.0,4.0,14.263085141486812,2.1580345560522693,0.02635745628691144
444288-77-1,O=C(O)C=1C=CC=C(NCC=2C=NC=CC2)C1C(=O)O,20.0,31.0,-7.355781606716,-0.6666789337250001,6.689102672991,2.405400106310325,2.917690819809392,233.59200000000004,0.53256,-0.67048,275.2477983333334,175.95891472630322,1,0,2.0901,3.0,4.0,10.424279844324076,1.953727609032197,1.2722877237493209e-05
128298-23-7,O=C(O)C=1C(C(=O)O)=C(C(C(=O)O)=C(C(=O)O)C1C(F)(F)F)C(F)(F)F,29.0,28.0,-9.716641373654,-1.4190737303575,8.297567643296501,3.736159685841526,4.640252459726733,256.72800000000007,0.54056,-0.62598,227.044376,149.29017126709533,2,2,2.5170000000000003,4.0,4.0,9.296979628885168,2.2593396743286642,1.7954845759367147e-05
1185300-97-3,O=C(O)C=1C=CC=C(NC(=O)OCC2C=3C=CC=CC3C=4C=CC=CC42)C1C(=O)O,30.0,46.0,-7.492110645816501,-0.7845042309915,6.707606414825001,2.553159412707831,2.828921004552796,343.8640000000001,0.53522,-0.66321,427.1767136666666,172.2083890514532,1,0,4.444000000000003,3.0,4.0,10.891641757186022,1.945025568459184,3.331153261474675e-05
769908-43-2,O=C(O)C1=CC=C(C(N)=C1C(=O)O)C,14.0,19.0,-7.414013970722999,-0.58776591708,6.826248053642999,2.344936811176902,4.04398535852938,165.84800000000004,0.53097,-0.67347,188.2153783333333,177.65071887695976,1,1,0.97362,3.0,3.0,9.311640925314919,1.9602415392368175,9.396559288901748e-07
28749-88-4,O=C(O)C1=C(F)C(F)=C(O)C(F)=C1C(=O)O,16.0,18.0,-8.683152969455,-0.7839600032905,7.8991929661645,2.8365628116262074,0.6006952638401605,162.61600000000004,0.53675,-0.64017,152.5542204,179.45969092884204,2,2,1.2059,3.0,3.0,10.169897007189661,2.3550332100152866,0.00017202797197477969
51419-12-6,O=C(O)C1=CC=C(OS(=O)(=O)C=2C=CC=CC2)C=C1C(=O)O,22.0,31.0,-9.072820003371,-0.894710340444,8.178109662927,3.0371218181768103,6.1861309289409645,253.9120000000001,0.53371,-0.65803,284.67329466666666,187.52323133151947,0,1,1.8507,2.0,5.0,10.946136233788707,1.9643634978348197,4.428254522129431e-05
14597-16-1,O=C(O)C1=C(O)C=C2C(=O)C3=C(O)C(O)=C(C(O)=C3C(=O)C2=C1C(=O)O)C4=CC(=CC=C4O)CCN,36.0,42.0,-7.661365460827501,-2.161128200671,5.500237260156501,4.385328176162758,4.049068842338939,393.9440000000001,0.53535,-0.64526,512.103611,167.77460065055922,2,1,1.5546,8.0,10.0,11.82542359813209,2.496809750754803,0.003831894300475376
6274-40-4,O=C(O)C1=CC(O)=CC(C(=O)O)=C1C(=O)O,21.0,20.0,-8.421379445273999,-0.7866811417955001,7.634698303478498,2.7764155309356378,2.565939784952094,175.13600000000005,0.53594,-0.65731,181.81516066666669,172.56726126529276,1,1,0.4868,4.0,4.0,11.090200883798985,1.9508275356142755,5.370315831969307e-05
1192548-76-7,O=C(O)C1=CC(Br)=CC(Cl)=C1C(=O)O,14.0,17.0,-8.75118143208,-1.007365474551,7.743815957529,3.07436405549934,2.1667953802793654,173.29600000000005,0.53962,-0.64305,188.0995303333333,178.31642088043654,1,1,2.4989,2.0,2.0,12.109149067024163,1.9599631657765009,0.00043906170583344565
597565-48-5,O=C(O)C1=CC=C(C=C1)C=2C=CC=C(C(=O)O)C2C(=O)O,30.0,29.0,-8.400154564934999,-0.7812388647855,7.618915700149499,2.766075535842346,1.704836502424793,237.8640000000001,0.53483,-0.6558,280.870433,169.23663188241116,1,0,2.4482,3.0,3.0,11.686786138276432,1.9825681342060724,0.0002288790552310042
61837-53-4,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)N(=O)=O,18.0,22.0,-9.534325093819,-2.135005271023,7.399319822796001,4.6008712430667495,6.0247326861861685,190.66400000000004,0.53826,-0.64418,200.1222323333333,186.03369820147367,0,2,0.6894,3.0,5.0,14.783060165718496,2.140280667375477,0.04590562152509098
26190-11-4,O=C(O)C1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1C(=O)O,22.0,30.0,-8.3672287890245,-1.7224806736649998,6.6447481153595,3.830176677659445,6.556791750543859,243.05600000000007,0.53328,-0.65975,289.4533466666667,191.03669807018065,0,1,2.7835,2.0,5.0,13.272974025544954,2.070333504083771,0.005326658181984363
10595-31-0,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,27.0,31.0,-9.209421156322,-1.237573792074,7.971847364248001,3.4226603466242773,8.779619449611697,300.20000000000005,0.5374,-0.65043,334.0900596666666,189.0335683550712,0,1,1.3122000000000005,4.0,6.0,10.04628051379487,2.239787432607882,6.410425979497248e-05
22895-28-9,O=C(O)C=1C=CC=C(N=N(=O)C=2C=CC=C(C(=O)O)C2C(=O)O)C1C(=O)O,27.0,36.0,-8.414848712862,-1.69254815011,6.722300562752,3.799274905665397,4.3124409514798,291.85600000000005,0.5371,-0.65306,351.0494343333333,171.42780835634724,1,0,2.4051,4.0,6.0,12.677142901683055,2.013900813772048,0.0016275036051369273
945681-55-0,O=C(O)C=1C=C2C(=CC1C(=O)O)C3C=4C=CC=CC4C2C5=CC(C(=O)O)=C(C=C53)C(=O)O,32.0,35.0,-7.9432754099455005,-0.8696758661980001,7.0735995437475,2.744999547802073,4.88565374233582,348.8400000000001,0.53216,-0.66286,433.699933,190.0590800128043,0,2,3.466600000000001,4.0,4.0,11.858235875829422,1.8995440603405869,0.00017742054869394463
6219-66-5,O=C(O)C1=C(O)C=C2C(=O)C=3C(O)=C(C(C(=O)C)=C(O)C3C(=O)C2=C1C(=O)O)CC,30.0,38.0,-7.744904412931,-2.3314714710840003,5.413432941846999,4.688953943212471,6.994417089364918,326.87200000000007,0.54302,-0.65761,426.61637866666666,164.61314158439035,2,1,1.7402,5.0,8.0,10.157838499631538,2.7378960620236015,0.0011768623331507803
944-38-7,O=C(O)C1=C(C(=O)O)C(=CC=C1C)C,15.0,14.0,-8.323962686795001,-0.458783951943,7.865178734852001,2.451839974673987,1.6531070171044582,171.77600000000004,0.5307,-0.66128,183.741667,161.14193536759382,2,0,1.69984,2.0,2.0,8.351218024041515,2.3500275309434935,6.052490426745671e-06
63035-28-9,O=C(O)C1=CC(O)=C(OC)C=C1C(=O)O,15.0,22.0,-7.875791175021501,-0.5450440425515,7.330747132470001,2.4182550727822387,4.365885319153493,172.38400000000004,0.53124,-0.67023,183.21175466666668,187.25169166799537,0,2,0.7971999999999999,3.0,4.0,11.125526998987027,1.9040005636371118,3.878250483944402e-05
4445-49-2,O=C(O)C1=CC=CC(C=2C=CC=CC2)=C1C(=O)O,18.0,27.0,-8.1783817767775,-0.618786896037,7.559594880740499,2.559336111221877,2.2767742488002627,209.73600000000005,0.53447,-0.65586,251.570177,168.77443829935794,1,0,2.750000000000001,2.0,2.0,10.72608237098649,1.9761178041122374,3.05536144755232e-05
61837-54-5,O=C(O)C=1C=C(C(=O)O)C(=CC1N)C(=O)O,18.0,22.0,-7.665719282435501,-0.7175642237685,6.948155058667001,2.5287087634049987,7.985781109572188,177.56800000000004,0.53253,-0.65822,201.493426,186.17858579653569,0,2,0.3633999999999999,4.0,4.0,8.928700105090599,2.1361750917532563,2.6809933388543763e-06
223387-87-9,O=C(O)C1=CC=C(OC(C)C)C=C1C(=O)O,16.0,27.0,-8.090489003065999,-0.52245859296,7.568030410105999,2.450534097776273,4.3475302253118375,197.94400000000005,0.5326,-0.66245,210.23592466666665,187.0311012155784,0,1,1.8702,2.0,3.0,11.059480948064078,1.9066727722513952,3.430484262446074e-05
144152-92-1,O=C(O)C1=CC=CC(C=2C=CC=CC2C)=C1C(=O)O,19.0,30.0,-8.1898105584985,-0.6326647024125001,7.557145856086,2.574916218756809,2.10002294749367,226.5600000000001,0.53458,-0.65629,266.802675,163.26999439530607,1,0,3.058420000000001,2.0,2.0,10.901008498576488,1.9804633357189472,4.608160486809789e-05
94617-43-3,O=C(O)C1=CC=CC(=C1C(=O)O)S(=O)(=O)N,16.0,20.0,-9.3462944231235,-0.8416481395965,8.504646283526998,3.051102015327933,5.165218111561215,184.14400000000003,0.53695,-0.65502,192.235111,161.45698664886476,1,0,-0.2695999999999997,3.0,4.0,9.333206213884068,1.9614859636009787,1.0073171625250764e-06
67614-42-0,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C,16.0,20.0,-8.169946247412,-0.754843821287,7.415102426124999,2.6854611437907328,6.475269812139104,186.75200000000004,0.53298,-0.66225,205.521697,187.432365146304,0,1,1.0414,3.0,3.0,10.242179326673437,1.9886028466153545,1.1788915522228276e-05
40532-23-8,O=C(O)C1=CC=C(OC2=CC=C(N)C=C2)C=C1C(=O)O,20.0,30.0,-7.235507284795001,-0.5265403007175,6.708966984077501,2.2451065440756857,5.233600772890496,230.9600000000001,0.53306,-0.66113,271.8001996666667,186.7856729614695,0,1,2.4575,3.0,4.0,10.402030597173194,1.9364663106254576,1.0204186916895494e-05
5466-99-9,O=C(O)C=1C=CC=CC1C(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,32.0,30.0,-8.8951296589945,-1.3080512793535,7.587078379641,3.430335632884088,3.9552948512089454,257.92800000000005,0.53469,-0.65598,297.036148,188.3830225838813,0,1,2.0122,3.0,4.0,13.977347586871332,1.903638011529889,0.007826286047087454
444288-68-0,O=C(O)C=1C=CC=C(NCC=2SC=CC2)C1C(=O)O,19.0,29.0,-7.351972012808999,-0.63674641017,6.715225602638999,2.375929932144192,2.783925201940598,228.8880000000001,0.53273,-0.66957,273.007493,176.23011914848323,1,0,2.7566000000000006,3.0,4.0,10.41926775439316,1.9599721990685004,1.3358994194108946e-05
68183-31-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCCOC(=O)C(=C)C,23.0,27.0,-9.1128207393945,-1.177164517263,7.935656222131501,3.3356975660983386,4.856300834997766,273.4800000000001,0.53423,-0.65621,280.34901966666666,190.0220545638649,0,1,1.3590999999999998,2.0,6.0,12.897622980381868,1.9107787645593297,0.0013741157015424704
444288-59-9,O=C(O)C=1C=CC=C(NCC=2OC(=CC2)C)C1C(=O)O,20.0,32.0,-7.30897802443,-0.646542508788,6.662435515642,2.374893790936545,3.9658985841798833,236.9360000000001,0.53257,-0.66942,270.861078,176.38491566051695,1,0,2.59652,3.0,4.0,9.574737753732393,1.9512569765475039,1.6354390619189771e-06
23602-85-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C=C2)C(=O)C3=CC=C(C(=O)O)C(=C3)C(=O)O,34.0,38.0,-8.8891431542835,-1.6569012356945,7.232241918589001,3.844556554085967,6.0251878460343455,376.9840000000001,0.53407,-0.65729,451.008335,188.9345548461106,0,1,2.9414000000000007,4.0,6.0,13.487678641130344,2.021841279909507,0.006013444344004415
134960-68-2,O=C(O)C1=CC=C2C(=C1C(=O)O)C(C=3C=CC=CC3)(C)CC2(C)C,24.0,27.0,-8.1223263235745,-0.5238191622125,7.598507161362,2.459556534391529,3.37222685773066,299.4240000000001,0.53348,-0.65403,349.0946303333333,151.09044255564095,1,1,4.070300000000003,2.0,2.0,9.592333223607227,1.970240798314169,2.122458173512528e-06
296779-99-2,O=C(O)C=1C=CC=C(C=C)C1C(=O)O,14.0,21.0,-8.285866747725,-0.5738881107045001,7.711978637020501,2.544588744536238,2.1923411185305994,166.30400000000003,0.53445,-0.65865,186.987582,169.54676614377118,1,0,1.726,2.0,2.0,10.631970891959753,1.9860386369861764,2.7202615658756927e-05
213611-98-4,N#CC=1C=C(C(=O)O)C(=CC1C#N)C(=O)O,17.0,19.0,-9.493508016244,-1.824251253752,7.669256762492,4.175491799936786,9.403363456763756,175.16800000000003,0.53767,-0.64353,194.1028983333333,186.2493661172145,0,2,0.82636,2.0,4.0,11.349788876494657,2.4382564698871385,0.0016088963121362217
312303-68-7,O=C(O)C=1C=CC=C(NN)C1C(=O)O,14.0,21.0,-7.338366320283999,-0.635113727067,6.703252593216999,2.371102057598025,3.711156040912319,161.60000000000005,0.53219,-0.67114,183.240218,178.1008263494847,1,0,0.3686000000000001,4.0,4.0,9.726515739126398,1.9514895141116777,2.386027639667038e-06
52287-38-4,O=C(O)C=1C=C2N=CC=CC2=CC1C(=O)O,16.0,22.0,-8.380834481549499,-0.998113603634,7.382720877915499,2.978734691423276,3.950380798100356,178.53600000000003,0.53264,-0.66427,219.83492733333333,185.8684507949948,0,2,1.6312,2.0,3.0,12.987254135229023,1.88036667162885,0.0013618910070715036
855764-12-4,O=C(O)C1=CC=C2N=CC=CC2=C1C(=O)O,16.0,22.0,-8.3601538289115,-1.1997499668545,7.160403862057,3.190873110823621,4.3392694615568645,178.39200000000005,0.5361,-0.65254,219.2359603333333,177.9797954064036,1,1,1.6312,2.0,3.0,11.148307866012402,1.9469988727367895,5.884776003618633e-05
1243400-32-9,O=C(O)C1=CC=C(OC2CC2)C=C1C(=O)O,16.0,25.0,-8.172395272066499,-0.5181047713520001,7.654290500714499,2.466746950537316,3.267130883512321,190.29600000000005,0.53228,-0.66245,204.05894566666663,188.04267170790203,0,1,1.6242,2.0,3.0,11.844912297239745,1.8958975252564598,0.00016803121856770334
89939-49-1,O=C(O)C1=CC(N)=C(C=C1C(=O)O)N(=O)=O,16.0,21.0,-7.971847364248,-1.8000331210575,6.1718142431905,3.8679731946100895,8.187273193194423,173.57600000000005,0.53475,-0.65254,205.03559833333333,186.3799676010364,0,2,0.5734,3.0,5.0,12.234834805119647,2.2526287482376057,0.002519270007069859
167993-09-1,O=C(O)C1=CC=2C=CNC2C=C1C(=O)O,15.0,21.0,-7.5971465921095,-0.3790545937465,7.218091998363,2.203483461130693,5.27677297597689,168.13600000000005,0.52947,-0.67925,203.5062673333333,184.58444001762672,0,2,1.5642999999999998,3.0,2.0,9.84341027046409,1.9661162415195972,3.720111143067038e-06
927672-46-6,O=C(O)C=1C=CC=C(NCC2CC2)C1C(=O)O,17.0,29.0,-7.2118333798015,-0.6326647024125001,6.579168677389,2.338295048329733,3.81978952430628,208.46400000000008,0.53192,-0.67122,235.5444403333333,177.73031177994895,1,0,1.9049,3.0,3.0,9.636534553599404,1.952151170054982,1.9262327705382585e-06
2227312-00-5,O=C(O)C1=CC=C(F)C(=C1C(=O)O)N(=O)=O,16.0,19.0,-9.368335645014,-1.9241170368855,7.4442186081285,4.282500766222058,5.294087084663417,167.80000000000004,0.5382,-0.63537,172.441777,173.22590865016772,1,1,1.1303,2.0,4.0,12.610472269815773,2.0932394994323116,0.0021581892702915856
113006-47-6,O=C(O)C1=CC=C(OC2=CC=CC(N)=C2)C=C1C(=O)O,20.0,30.0,-7.323127944656001,-0.597562015698,6.725565928958001,2.3320464816918625,4.169239722059646,231.32000000000005,0.53293,-0.66147,272.757933,189.1124162743025,0,1,2.4575000000000005,3.0,4.0,11.457769371950036,1.8935773818619732,7.321277033548032e-05
1826827-36-4,O=C(O)C=1C=CC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C1,30.0,29.0,-8.14708868397,-0.8411039118955,7.305984772074501,2.764432470799968,3.444448328832935,246.55200000000005,0.53683,-0.65416,279.2888146666666,177.67546073998082,1,0,2.5735,3.0,4.0,10.630467380859045,1.9348352196639935,1.696621734839529e-05
198330-12-0,O=C(O)C1=CC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C=C1,29.0,28.0,-8.2251853590635,-0.788585938749,7.436599420314501,2.7313583943799538,3.0703254827460884,246.2800000000001,0.5365,-0.65106,282.0958586666667,176.6470471259671,1,0,2.5735,3.0,4.0,10.72869736391982,1.9408039075917423,2.2377736716216372e-05
905273-60-1,O=C(O)C1=CC(F)=C(C=C1C(=O)O)C(F)(F)F,17.0,20.0,-9.2505103477475,-0.956208070657,8.2943022770905,3.1400200219475614,4.875489196993467,176.52000000000004,0.53699,-0.6482,160.61458199999998,186.35540961711004,0,2,2.2409000000000003,2.0,2.0,12.157576565891475,1.9001975780729559,0.00032435954122576405
159113-89-0,O=C(O)C=1C=C2C=C3C=C(C(=O)O)C(=CC3=CC2=CC1C(=O)O)C(=O)O,26.0,34.0,-7.383809333317499,-1.558123907963,5.825685425354499,3.431277362811416,4.548705602696222,282.58400000000006,0.53201,-0.66898,394.16636666666665,184.9697685323048,0,2,2.7858,4.0,4.0,14.299359038822473,1.9450356506958075,0.014564623632558962
72066-79-6,O=C(O)C1=CC=C(OC2=CC=C(C=C2)C(C3=CC=C(OC4=CC=CC(C(=O)O)=C4C(=O)O)C=C3)(C)C)C=C1C(=O)O,41.0,64.0,-7.7544283976985,-0.7284487777884999,7.02597961991,2.560468755505729,3.963998128152938,476.1200000000001,0.53261,-0.66181,562.35103,189.8979044553012,0,1,6.389900000000005,4.0,6.0,12.066012325499031,1.8804447964319702,0.00023523721725106318
102653-80-5,O=C(O)C=1C=C(C=C(C1C(=O)O)C)C,14.0,17.0,-8.4314476577425,-0.5444998148505,7.886947842892001,2.553828002785612,2.7306638698309245,171.85600000000005,0.53361,-0.66406,184.772636,175.51778867190487,1,1,1.69984,2.0,2.0,10.13865047145788,1.9755954632863153,8.202588718125316e-06
22895-22-3,O=C(O)C1=CC=C(OCC)C=C1C(=O)O,15.0,24.0,-8.142734862362,-0.479464604581,7.663270257780999,2.425280629123961,3.8600037422261657,180.58400000000003,0.53285,-0.66198,192.49594833333333,186.83991934522783,0,1,1.4817,2.0,3.0,11.271286692211532,1.9047080982974807,5.3716317545122235e-05
