cas,smiles,h1,h2,homo_ev,lumo_ev,gap_ev,omega,dipole_moment_debye,molecular_volume_A3,h_nbo_charge,o_nbo_charge,polar,sasa,3and6,4and5,logp,hbd,hba,mu,sigma,ei
137071-78-4,O=C(O)C1=CC(Cl)=C(C(=O)O)C(C(=O)O)=C1Cl,20.0,19.0,-8.825196399416,-1.06668629396,7.758510105456001,3.1529682210087366,2.2478380969278016,197.36000000000004,0.53797,-0.6303,204.05906966666663,167.8006324109917,2,1,2.088,3.0,3.0,9.930508093291792,2.240636467362715,5.202611033965998e-05
651-97-8,O=C(O)C=1C(F)=CC=C(F)C1C(=O)O,14.0,17.0,-8.8450607105025,-0.8704922077495,7.974568502753,2.959155986771219,0.918522019333233,149.46400000000003,0.53586,-0.64279,143.91094203333333,179.0190944252998,2,0,1.3612000000000002,2.0,2.0,10.232205029872517,2.3211116710722917,0.00015457417044329553
320-97-8,O=C(O)C1=CC=C(F)C=C1C(=O)O,13.0,17.0,-8.936490964270499,-0.7039585312435,8.232532433026998,2.8222866788446987,1.1932017474006649,144.57600000000002,0.53334,-0.65797,146.12304986666666,185.8859952204673,0,1,1.2221,2.0,2.0,13.946881798410203,1.934791541835835,0.008442885689354737
5434-20-8,O=C(O)C=1C=CC=C(N)C1C(=O)O,13.0,19.0,-7.4741511316835005,-0.611711935924,6.8624391957595,2.3818492114472902,3.508018085757256,149.76800000000003,0.53203,-0.66992,169.24276733333332,177.7420603771048,1,0,0.6652,3.0,3.0,9.797267452043855,1.9548375347559626,2.943486184306785e-06
2169-87-1,O=C(O)C1=CC=2C=CC=CC2C=C1C(=O)O,16.0,23.0,-7.8404163744565,-0.6898086110175,7.150607763439,2.5440053737407617,2.5326000098712784,182.84800000000004,0.53127,-0.67131,232.25085633333333,185.0290207783152,0,2,2.2362,2.0,2.0,12.972844040118218,1.8864511355925726,0.0013729421832434814
22803-05-0,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC(C(=O)O)=C(C2)C(=O)O,24.0,28.0,-8.358249031958,-1.2304988319610002,7.127750199996999,3.2248634919139665,4.30511465700973,265.83200000000005,0.53254,-0.6636,313.2182956666667,189.31960836536464,0,1,2.1464,4.0,4.0,13.478033041288995,1.9011994380904003,0.0035170070988789492
116-69-8,O=C(O)C=1C=CC=C(Br)C1C(=O)O,13.0,17.0,-8.68587410796,-0.8209674869585,7.8649066210015,2.8728897069652595,2.104034004002787,158.62400000000002,0.53785,-0.64726,172.6130146666667,176.64985705900244,1,0,1.8455,2.0,2.0,11.537457467330228,1.963562933225883,0.00014911285723790985
3786-46-7,O=C(O)C=1C(O)=CC=C(O)C1C(=O)O,14.0,19.0,-7.778102302692,-1.119476380957,6.658625921735,2.972343970146659,2.548500580733699,153.15200000000004,0.53398,-0.69209,168.58690256666668,174.1235627185381,2,0,0.4941999999999998,4.0,4.0,9.88370278454417,2.2322701400358276,4.476078906555229e-05
89-20-3,O=C(O)C1=CC=C(Cl)C=C1C(=O)O,13.0,17.0,-8.809958023787999,-0.8269539916695,7.983004032118499,2.9083686047263466,1.3735086202860178,154.64000000000004,0.53361,-0.65827,163.80639933333333,186.3507568847259,0,1,1.7363999999999995,2.0,2.0,14.239294522865919,1.9212773953414337,0.012320241029012885
4316-23-8,O=C(O)C1=CC=C(C=C1C(=O)O)C,13.0,17.0,-8.641791664179,-0.6157936436815,8.0259980204975,2.6695398352154767,2.25191052442143,155.82400000000004,0.53172,-0.66655,167.77904566666666,186.50620339767184,0,1,1.39142,2.0,2.0,12.915621763531334,1.8989482653393839,0.0013289080323997046
14963-97-4,O=C(O)C=1C=CC=C(OC)C1C(=O)O,14.0,21.0,-8.1065437202455,-0.6353858409174999,7.471157879328,2.5572118032663407,4.315474756037856,163.81600000000003,0.5353,-0.65898,171.9812003333333,182.10747297796223,1,0,1.0916,2.0,3.0,9.271825123393427,1.9569352762863703,8.157312047509038e-07
10351-75-4,O=C(O)C1=CC=2N=CNC2C=C1C(=O)O,15.0,20.0,-8.3073637419145,-0.4408244378099999,7.8665393041045,2.432162144919947,6.223521663013635,164.04800000000003,0.53081,-0.67271,188.57241966666663,184.6104120852949,0,2,0.9593,3.0,3.0,9.33487857125192,2.0088837353252935,1.7553417343770016e-06
632-58-6,O=C(O)C=1C(Cl)=C(Cl)C(Cl)=C(Cl)C1C(=O)O,16.0,17.0,-8.8733605509545,-0.945323516637,7.9280370343175,3.040051288921436,2.563406620105363,199.18400000000003,0.53853,-0.6275,209.5030113333333,167.8580076710036,2,2,3.6966,2.0,2.0,9.313952525434189,2.22905890492002,1.4421909982474277e-05
37141-01-8,O=C(O)C1=CC(N)=CC(C(=O)O)=C1C(=O)O,22.0,21.0,-7.6542905007145,-0.759197642895,6.8950928578195,2.566563794074965,7.848272277386916,178.16000000000005,0.53513,-0.6654,193.82896,172.64175950014325,1,1,0.3633999999999999,4.0,4.0,6.965758428773029,2.160181626241047,3.145079574096775e-08
835-58-5,O=C(O)C1=CC=C(C=C1C(=O)O)C(F)(F)F,16.0,20.0,-9.2728236834885,-0.9341668487665,8.338656834722,3.123484326988033,3.5849786066307283,171.12800000000004,0.53542,-0.65513,162.104823,185.63109772257909,0,1,2.1018,2.0,2.0,13.042863981400558,1.875188720986361,0.0014617815235827107
37102-74-2,O=C(O)C1=CC=CC(=C1C(=O)O)C,13.0,17.0,-8.6164850760825,-0.5902149417345001,8.026270134348,2.6401841639783385,2.639867636833332,155.27200000000005,0.53436,-0.66174,165.89380033333333,175.32527797139346,1,0,1.39142,2.0,2.0,10.363789394621847,1.9699351836575063,1.2964733200880482e-05
201730-11-2,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(=O)O,17.0,21.0,-8.631995565561,-0.782599434038,7.849396131523001,2.822975090100241,2.574404770039086,195.76000000000005,0.53223,-0.66463,202.4670923333333,189.1025801889332,0,1,0.1674000000000002,4.0,4.0,13.260145945526148,1.8817369092467389,0.0022163068908430013
1585-40-6,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C(=O)O)C1C(=O)O,25.0,24.0,-9.469017769699,-1.374174945025,8.094842824674,3.6311646438106937,5.774793525313265,221.6800000000001,0.53974,-0.63965,225.56609100000003,155.9023997526738,2,1,0.1776,5.0,5.0,8.309945166791465,2.2984174232546066,3.486590466003986e-06
601-97-8,O=C(O)C=1C=CC=C(O)C1C(=O)O,13.0,18.0,-8.241784303944,-0.6587876320605,7.5829966718835,2.6117702610145623,3.851036952562257,147.39200000000002,0.53479,-0.65864,155.08731466666666,182.42492572506205,1,0,0.7886,3.0,3.0,9.703519512976015,1.9490036281820926,2.1923946098942828e-06
27563-65-1,O=C(O)C=1C=CC=C(Cl)C1C(=O)O,13.0,17.0,-8.7900937127015,-0.811987729892,7.978105982809501,2.8891559045737982,2.109936404254877,153.97600000000003,0.53766,-0.64776,162.448114,178.43293502144806,1,0,1.7364000000000002,2.0,2.0,11.503126980622852,1.963762989821937,0.00013942738025528876
3807-81-6,O=C(O)C=1C=C(C=C(C(=O)O)C1C(=O)O)N(=O)=O,22.0,21.0,-9.635551446205,-2.0688816053515,7.566669840853502,4.526223422578845,8.13108588320158,189.99200000000005,0.53994,-0.64257,200.54880766666668,172.89518666727852,1,1,0.6894,3.0,5.0,10.870886434340491,2.374039024209266,0.0005881299867647105
2479-49-4,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,26.0,30.0,-9.0540441476865,-1.455809100175,7.5982350475115,3.634298445655505,4.47250366237972,285.6960000000001,0.53452,-0.65679,324.62148833333333,189.46882237701325,0,1,1.7104,4.0,5.0,14.051079626693365,1.9291300419379964,0.009640657284871929
24063-28-3,O=C(O)C1=CC(Br)=C(Br)C=C1C(=O)O,14.0,17.0,-8.734854601050001,-1.00682124685,7.728033354200001,3.069999959109332,2.5087180491238947,178.79200000000003,0.53478,-0.65477,199.645904,186.74947160868075,0,2,2.6080000000000005,2.0,2.0,14.052225068433756,1.886572917300964,0.00819930016088348
135989-69-4,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)C=2C=CC=CC2,23.0,27.0,-8.778937044831,-1.303969571596,7.474967473235,3.4001822148260468,6.609028019308134,257.44000000000005,0.53608,-0.64823,298.68828433333334,189.90141560438417,0,2,2.0122,3.0,4.0,11.964371773793147,2.014263002635386,0.000473198298511392
577-68-4,O=C(O)C1=CC(OC)=C(OC)C=C1C(=O)O,16.0,25.0,-7.768578317924501,-0.5776977046114999,7.190880613313,2.421828674063652,0.594500311185789,189.78400000000005,0.53038,-0.67321,201.57412033333333,185.3694467898625,0,2,1.1002,2.0,4.0,13.912590493231619,1.9850909410742208,0.009698244441943643
7717-76-2,O=C(O)C1=CC=C(OC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1C(=O)O,25.0,34.0,-8.2447775562995,-0.8147088683970001,7.4300686879025,2.761559069194475,1.2404259308801957,275.12800000000004,0.53315,-0.66018,310.066145,190.7913684305582,0,1,2.2717,4.0,5.0,14.287782783650982,1.9281490298841384,0.013525973941012043
5680-10-4,O=C(O)C=1C=C(C(=CC1C(=O)O)C)C,14.0,17.0,-8.454305221184502,-0.593752421791,7.860552799393502,2.6037401312578186,2.7613085412535847,172.17600000000004,0.53042,-0.67232,186.930024,186.6203740777804,0,2,1.69984,2.0,2.0,12.476761518038558,1.8906306024801294,0.0005640865895584525
1072946-35-0,O=C(O)C1=CC=C(C=C1C(=O)O)B(O)O,15.0,19.0,-8.9500966567955,-0.8337568379320001,8.1163398188635,2.9484900627194097,4.2603364914053445,172.52000000000004,0.53224,-0.66366,176.42128433333335,186.2041315510129,0,1,-1.2372,4.0,4.0,12.20621243419211,1.8826608374442408,0.00031639473337935096
14236-13-6,O=C(O)C1=CC=C(C=C1C(=O)O)C(C)(C)C,16.0,20.0,-8.629546540906501,-0.5880380309305,8.041508509976001,2.641415638420467,2.361375381001504,205.3520000000001,0.53149,-0.66798,219.84130166666668,186.6914669386628,0,1,2.3805000000000005,2.0,2.0,12.741844525151919,1.8990568654406343,0.0009725056382287219
2408642-17-9,O=C(O)C1=CC=C(Br)C(F)=C1C(=O)O,14.0,17.0,-8.8164887562,-0.973623357089,7.842865399111,3.0552065575941265,2.414856281437883,163.58400000000003,0.53774,-0.64285,172.52943266666668,183.79460686040056,1,1,1.9846000000000004,2.0,2.0,11.822278685263711,1.951084676659806,0.00023921948864023476
344309-11-1,O=C(O)C1=CC(Br)=CC(F)=C1C(=O)O,14.0,17.0,-8.7732226539705,-0.9793377479495,7.793884906021,3.0508672998115776,1.7479114680097505,163.84000000000003,0.53826,-0.64418,171.13244233333333,183.63818122920912,1,1,1.9846000000000004,2.0,2.0,12.31229806163799,1.976543766109034,0.000705547259890426
62268-16-0,O=C(O)C=1C(Cl)=CC(Cl)=C(Cl)C1C(=O)O,15.0,17.0,-8.7666919215585,-0.8645057030385,7.902186218520001,2.9346298960484347,1.2750610534401872,184.52000000000004,0.5374,-0.63167,193.70494566666665,168.8601184568113,2,1,3.043200000000001,2.0,2.0,9.965976345213875,2.2956799578456226,8.221762874575044e-05
41819-13-0,O=C(O)C=1C(Br)=C(C(=O)O)C(C(=O)O)=C(Br)C1C(=O)O,21.0,22.0,-8.822747374761502,-1.1534906122695,7.669256762492002,3.244294964168771,4.505593195129804,233.8400000000001,0.5391,-0.6236,249.79071733333333,165.17462151382404,2,2,2.0044,4.0,4.0,8.559929186130063,2.2247870170560295,2.9093120804225077e-06
3016-76-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(C2=CC=C(C(=O)O)C(=C2)C(=O)O)(C(F)(F)F)C(F)(F)F,33.0,37.0,-8.9533620230015,-0.9673647385275,7.985997284473999,3.0810434805763967,5.21972360666731,345.3520000000001,0.53374,-0.65799,342.0830946666667,185.5253070014132,0,1,3.890100000000001,4.0,4.0,11.933904943797671,1.9133990905136,0.0002285554320650197
89-08-7,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)O,16.0,20.0,-9.4366362214895,-1.1360753258375,8.300560895652001,3.3667071077550745,7.500861459859127,181.72800000000004,0.53725,-0.64986,186.43785666666668,187.00570715352623,0,1,0.3297,3.0,4.0,10.72519053981523,2.0795339052500683,7.109927904114894e-05
37951-15-8,O=C(O)C1=CC=C(OC=2C=CC=CC2)C=C1C(=O)O,19.0,28.0,-8.300560895652,-0.539329651691,7.761231243960999,2.517115597792798,3.109274682301324,219.08800000000005,0.53329,-0.66074,254.87760866666667,186.8044728682783,0,1,2.8753,2.0,3.0,12.034727302510248,1.893603924284665,0.00024275367888175643
56962-06-2,O=C(O)C1=CC=C(Cl)C(Cl)=C1C(=O)O,14.0,17.0,-8.86002697228,-0.9635551446205,7.8964718276595,3.055249474501404,2.362879264795389,168.98400000000004,0.53903,-0.64329,179.18033533333332,176.85903829704296,1,1,2.3898,2.0,2.0,11.826335189067095,1.9525300123016767,0.00024355684456557527
87639-56-3,O=C(O)C1=CC=C(C#C)C=C1C(=O)O,14.0,19.0,-8.5141702682945,-1.026413444086,7.4877568242085,3.0390522725930578,0.6155573978111221,161.66400000000004,0.53327,-0.66095,185.41143466666665,186.62746636137413,0,1,1.0643,2.0,2.0,15.385516170080535,1.9718703726633229,0.062153356074974436
56896-91-4,O=C(O)C1=CC=C(C=C1C(=O)O)N2C(=O)C=CC2=O,19.0,23.0,-8.80016192517,-1.664792537359,7.135369387811,3.837056848447299,3.206759319001038,207.97600000000008,0.53311,-0.66021,230.1731663333333,188.8729703745971,0,1,0.5123999999999999,2.0,4.0,15.561180993744074,1.9546385574050686,0.07311235326998361
1185302-72-0,O=C(O)C=1C=CC=C(NC(=O)OC(C)(C)C)C1C(=O)O,20.0,34.0,-8.129945511388499,-0.759197642895,7.370747868493499,2.680083060333177,3.063988678177516,244.7040000000001,0.53469,-0.66372,256.78022166666665,177.50885079368746,1,0,2.43,3.0,4.0,10.633458428123788,1.9428116165523681,1.8415800851577253e-05
2828433-78-7,O=C(O)C1=CC=C(F)C(Br)=C1C(=O)O,14.0,17.0,-8.8069647714325,-0.788585938749,8.018378832683501,2.870735947781673,2.7606936610207224,163.40000000000003,0.53827,-0.64267,171.26600800000003,175.0860107210737,1,1,1.9846000000000004,2.0,2.0,10.955210919898718,1.946160165807658,3.863313670813325e-05
25641-98-9,O=C(O)C=1C=C(Cl)C=C(Cl)C1C(=O)O,14.0,17.0,-8.8347203841835,-1.001923197541,7.8327971866425,3.088282341807877,2.252488743590076,169.29600000000005,0.5397,-0.6434,177.93857633333332,177.6067080512451,1,1,2.3898,2.0,2.0,12.03064697392631,1.9568244870117102,0.00037117022943015596
2167659-32-5,O=C(O)C=1C(F)=CC=C(Br)C1C(=O)O,14.0,17.0,-8.637437842571,-0.8144367545465,7.8230010880245,2.854976382925288,1.547381598055244,163.84000000000003,0.53747,-0.63904,170.39888566666664,173.56959289278254,2,0,1.9846000000000004,2.0,2.0,9.61209898171299,2.2825868912913454,3.929079776504357e-05
16110-99-9,O=C(O)C=1C(Cl)=CC=C(Cl)C1C(=O)O,14.0,17.0,-8.655941584405,-0.7164757683665,7.939465816038499,2.7659986537470336,0.7527087218838374,169.79200000000003,0.53628,-0.63631,177.21918466666668,169.08616068195494,2,0,2.3898,2.0,2.0,9.845130727752633,2.351263013101856,9.679857807366678e-05
62268-15-9,O=C(O)C1=CC(Cl)=C(Cl)C(Cl)=C1C(=O)O,15.0,17.0,-8.9686003986295,-1.1121293069935,7.856471091635999,3.2336754699580017,3.559856419857408,184.08000000000004,0.54032,-0.63887,194.738511,177.04437196018074,1,2,3.043200000000001,2.0,2.0,11.443455661808002,1.9371426659165412,0.00010082810889753668
675139-09-0,O=C(O)C1=CC=C(C=C1C(=O)O)CNC(=O)OC(C)(C)C,21.0,25.0,-8.744106471967001,-0.6811009678015,8.0630055041655,2.754386538517613,4.406165093366339,262.68000000000006,0.5321,-0.66498,266.345892,181.9216432577986,0,1,2.1077,3.0,4.0,11.571990452996147,1.8915758368731168,9.194144876660667e-05
10210-28-3,O=C(O)C=1C=C2C=C3C=CC=CC3=CC2=CC1C(=O)O,20.0,29.0,-7.083667756216,-1.2405670444295,5.8431007117865,2.964730903769228,3.391101422841847,226.4000000000001,0.53101,-0.67405,333.67565866666666,184.74518753493743,0,2,3.389400000000002,2.0,2.0,14.17413987401764,1.8944449142136108,0.010155820211340379
92971-15-8,O=C(O)C1=CC=C(C(=C1C(=O)O)N(=O)=O)N(=O)=O,18.0,21.0,-9.75800267893,-2.3023552890805004,7.455647389849499,4.877250314794275,9.060131102804196,186.84800000000004,0.53998,-0.63073,197.03737266666667,172.3845996600956,1,1,0.8994,2.0,6.0,10.786309746708525,2.616331354702567,0.0016023050105445323
18959-91-6,O=C(O)C1=CC=C(OC2=CC=CC(OC3=CC=C(C(=O)O)C(=C3)C(=O)O)=C2)C=C1C(=O)O,32.0,45.0,-8.313622360476,-0.5684458336945,7.7451765267815,2.5464602108519774,5.812796361476979,355.0160000000001,0.53319,-0.66022,413.08934,190.58449235351785,0,1,4.064000000000003,4.0,6.0,10.105035829555248,1.9609779912470497,6.543754862677216e-06
1824411-98-4,O=C(O)C=1C=C2C(=CC1C(=O)O)CN(C(=O)OC(C)(C)C)C2,22.0,25.0,-8.2703562582465,-0.613888846728,7.656467411518499,2.5772267693100943,3.379533797730095,269.12800000000004,0.53197,-0.66659,280.2550306666667,186.2852334665183,0,2,2.3337000000000003,2.0,4.0,12.099080632512624,1.8842461887507675,0.0002583810539989041
623904-16-5,O=C(O)C=1C=CC(=CC1)C2=CC(C(=O)O)=C(C=C2C3=CC=C(C=C3)C(=O)O)C(=O)O,36.0,43.0,-8.141646406960001,-1.174987606459,6.966658800501001,3.114824187089288,4.962400073553119,337.5920000000001,0.53285,-0.66259,420.0165406666667,187.13512481149752,0,2,3.8134000000000015,4.0,4.0,12.810893616106569,1.9141233893593006,0.0012004099748247118
21278-45-5,O=C(O)C1=CC=C(N=NC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1C(=O)O,26.0,35.0,-8.421379445273999,-1.885748983965,6.535630461308999,4.063758541955146,4.108750148159413,285.36800000000005,0.5336,-0.65972,354.929535,186.5442904700901,0,1,2.8948,4.0,6.0,15.528887930950788,1.9996779052699039,0.0773249165756276
51307-74-5,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)S(=O)(=O)O,19.0,23.0,-9.5971833932845,-1.6226148905315,7.974568502753,3.946416457707477,8.65726173221071,209.49600000000004,0.53752,-0.64523,214.45636833333333,186.4770905774521,0,2,0.0279000000000001,4.0,5.0,11.345574246947876,2.2763584588022976,0.000738027088699798
3885-88-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C=2C=CC=CC2,20.0,24.0,-8.741113219611501,-1.3412491691145,7.399864050497001,3.4343209092729623,4.528789490581341,229.80800000000005,0.5339,-0.65788,273.57349200000004,188.4271952118536,0,1,2.314,2.0,3.0,13.659755331696005,1.9168036187704092,0.005053592963123361
1868072-45-0,O=C(O)C=1C=C(C=C(C1)C2=CC=C(C(=O)O)C(=C2)C(=O)O)C(=O)O,32.0,30.0,-8.3509019579945,-0.9923992127735,7.358502745221,2.9658641095286047,3.2486314426231857,266.03200000000004,0.53262,-0.66348,310.79424866666665,191.65594556914337,0,1,2.1464,4.0,4.0,13.479488699754285,1.8770121099604422,0.0031431736269019114
50276-60-3,O=C(O)C1=CC(OC)=C(OC)C(OC)=C1C(=O)O,18.0,29.0,-8.1130744526575,-0.6576991766585,7.455375275999,2.5795639793060934,2.5178727807417114,215.33600000000004,0.53592,-0.65843,218.9963266666667,173.40809383367525,1,2,1.1088,2.0,5.0,10.685391301478091,1.9636772745356246,2.503671153135053e-05
1245212-48-9,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C=2C=CN=CC2,21.0,25.0,-8.234165116129999,-1.047638324425,7.186526791704999,2.996992761807374,4.872239099223272,237.23200000000008,0.53271,-0.66141,281.34154199999995,189.6988088590182,0,1,1.7302999999999995,3.0,4.0,12.463766133190802,1.90334763369729,0.000596448057384129
476-73-3,O=C(O)C1=CC=C(C(=O)O)C(C(=O)O)=C1C(=O)O,22.0,21.0,-9.3212599488775,-1.32247331343,7.998786635447501,3.5408200931719502,3.888676168055139,194.12800000000004,0.53628,-0.64508,199.49602366666667,170.4265741261286,1,1,0.4794000000000001,4.0,4.0,11.872325995392998,1.9541175257072458,0.0002692329002204684
1092449-37-0,O=C(O)C1=CC=C(F)C(F)=C1C(=O)O,14.0,17.0,-9.0028867437925,-0.7872253694965,8.215661374296,2.916572714725024,2.574850560712213,149.16800000000003,0.53766,-0.64263,144.2565383,183.9258585877241,1,1,1.3612000000000002,2.0,2.0,11.085587773727326,1.9505666385869058,5.306334633465193e-05
937647-86-4,O=C(O)C1=CC(Cl)=C(Br)C=C1C(=O)O,14.0,17.0,-8.777304361728001,-0.97416758479,7.803136776938001,3.04656985523974,2.610182143069713,174.28000000000003,0.53503,-0.65451,189.554675,186.9442225277549,0,2,2.4989,2.0,2.0,13.874248469253303,1.8831089347981576,0.0061357442534139064
13810-83-8,O=C(O)C=1C(Br)=C(Br)C(Br)=C(Br)C1C(=O)O,16.0,17.0,-8.708731671401999,-0.9123977407265,7.796333930675499,2.968258286138593,2.086605762955714,216.74400000000009,0.53874,-0.62611,249.6297333333333,164.15901427485568,2,2,4.133,2.0,2.0,9.54906928489308,2.247986052371047,2.670806299580645e-05
499793-28-1,O=C(O)C1=CC(OC2=CC=C(C(=O)O)C(=C2)C(=O)O)=CC(=C1)C(=O)O,31.0,29.0,-8.399066109532999,-1.004644336046,7.394421773486999,2.989745948133502,3.379372807193666,275.02400000000006,0.5333,-0.65993,308.0568786666667,190.2251980457164,0,1,2.2717,4.0,5.0,13.425417121781066,1.8772897535293362,0.002873592021257969
90348-28-0,O=C(O)C=1C=C(C(=CC1C(=O)O)N(=O)=O)N(=O)=O,18.0,21.0,-9.789023657887,-2.428344001862,7.360679656025001,5.069643005428932,9.481184314208852,187.30400000000003,0.53891,-0.63898,198.797335,185.80155216459065,0,2,0.8994,2.0,6.0,12.879213258569862,2.702389244313372,0.02303615553359044
518-90-1,O=C(O)C1=CC=C(OC)C(OC)=C1C(=O)O,16.0,25.0,-8.0825977014015,-0.4933424109565,7.589255290445,2.42272614360949,6.360190720410828,189.33600000000004,0.53433,-0.65795,198.1071203333333,177.63992982250932,1,1,1.1001999999999998,2.0,4.0,7.202036830838324,2.0681815419497322,1.540932343184983e-08
82520-79-4,O=C(O)C1=CC=C(S)C=C1C(=O)O,13.0,18.0,-7.956064760918999,-0.7480409750245001,7.2080237858944995,2.627677811314364,1.685542319255141,157.56800000000004,0.53283,-0.66101,180.3789923333333,185.4354236529518,0,1,1.3717,3.0,3.0,13.762492241047966,1.909126762654778,0.00574655449902519
144876-16-4,O=CC1=CC=C(C(=O)O)C(=C1)C(=O)O,19.0,17.0,-9.1852030236275,-1.3684605541645,7.816742469463001,3.5622196633806045,5.014299239175899,158.84800000000004,0.53445,-0.65519,172.39611866666667,185.5693513800023,0,1,0.8955,2.0,3.0,13.382916536184183,1.933838459364314,0.0035048796694178395
13124-84-0,O=C(O)C=1C=C(C(=O)O)C(=CC1Br)C(=O)O,18.0,20.0,-8.873088437104,-1.163558824738,7.709529612366,3.2665510518652088,3.048617819602844,187.00800000000004,0.53593,-0.65122,200.97979366666664,185.9298257817201,0,2,1.5437,3.0,3.0,14.175547167532557,1.8893218534175167,0.00998283881294728
22179-20-0,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)N,16.0,20.0,-9.312280191811,-1.0555296260895,8.2567505657215,3.2546544662016523,9.03406064402935,185.16800000000003,0.53646,-0.65168,193.958432,186.3033843663208,0,1,-0.2695999999999997,3.0,4.0,9.247546066464622,2.265977883173501,1.7217069486926556e-05
2300-16-5,O=C(O)C1=C(C(=O)O)C(=CC=C1N(=O)=O)N(=O)=O,19.0,18.0,-9.7375941401425,-2.4645351439785,7.273058996164,5.11792765413194,0.3213044817614593,186.43200000000004,0.5399,-0.62887,197.696922,159.8195564448323,2,0,0.8994,2.0,6.0,14.90233294166893,2.890288220592027,0.17286633107250265
2639451-53-7,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)OC(C)(C)C,20.0,24.0,-8.054025747099,-0.654161696602,7.399864050497,2.56195681559645,5.717844378784719,245.3040000000001,0.53245,-0.66202,260.5389553333334,186.898534481398,0,1,2.4300000000000006,3.0,4.0,10.479193669066717,1.9462032579393214,1.3408296491369262e-05
1417569-13-1,O=C(O)C=1C(Br)=CC=C(Br)C1C(=O)O,14.0,17.0,-8.51716352065,-0.7066796697485,7.8104838509015,2.7232398410003995,0.7295052432984975,178.52800000000005,0.53631,-0.63408,197.57430966666664,166.19564089907357,2,0,2.6080000000000005,2.0,2.0,9.82895040715323,2.3547519062647515,9.633205209574132e-05
53812-59-2,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C1C(=O)O)C(F)(F)F,24.0,25.0,-9.580584448404,-1.420978527311,8.159605921093,3.708340484794216,6.444553540005701,225.15200000000004,0.53988,-0.63676,214.61532166666663,168.3258975925949,1,2,1.4982000000000002,4.0,4.0,10.251779206154083,2.0537524560493887,2.187760540974166e-05
479-47-0,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C1)C(=O)O,23.0,21.0,-9.4143228857485,-1.2125393178280002,8.2017835679205,3.442245194554536,4.11732917071249,194.0240000000001,0.53811,-0.64907,200.748917,172.64966927384305,1,1,0.4794000000000001,4.0,4.0,11.354891554366048,1.9453408976633793,8.952120828520523e-05
1170416-53-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCC,17.0,21.0,-9.1628896878865,-1.1428781721,8.0200115157865,3.3107449713404526,3.845013602056565,200.83200000000005,0.53412,-0.6571,207.38344633333327,186.2571584886825,0,1,1.2597,2.0,4.0,13.536229945669646,1.8876414202993854,0.003632715983395606
63181-80-6,O=C(O)C=1C=CC=C(OC2=CC=C(C=C2)C)C1C(=O)O,20.0,31.0,-7.999058749298,-0.687903814064,7.311154935234001,2.5804171586345137,6.33007335344544,235.2800000000001,0.53578,-0.65709,270.451302,179.9152462492374,1,0,3.183720000000002,2.0,3.0,7.90416641554819,2.0336319544155406,6.257317001996724e-08
1323408-36-1,O=C(O)C=1C=CC=C(OCC2=CC=C(C=C2)CO)C1C(=O)O,22.0,35.0,-8.142734862362,-0.6827336509045,7.4600012114575,2.61021721950367,6.726452118316163,261.03200000000004,0.53615,-0.65874,291.63587133333334,177.54924159611298,1,0,2.1543,3.0,4.0,7.5776907933521045,2.063062598940861,3.967855866411169e-08
209324-65-2,O=C(O)C1=CC=C(C(NC(=O)C)=C1C(=O)O)N(=O)=O,19.0,26.0,-8.7563515952395,-1.8087407642735,6.947610830966001,4.016530980244906,9.056427894595087,210.00000000000009,0.53741,-0.6488,225.185437,176.13414896229574,1,1,0.9496,3.0,5.0,9.413064657105167,2.4178711131458948,7.178439614172454e-05
4445-58-3,O=C(O)C=1C=CC(=CC1C(=O)O)C=2C=CC=CC2,18.0,22.0,-8.0085827340655,-0.872397004703,7.1361857293625,2.7630937629569834,1.9282532665601788,210.21600000000004,0.53253,-0.66461,259.40767,189.97842104877367,0,1,2.750000000000001,2.0,2.0,14.012955570878717,1.8982740490518077,0.008088328320461267
2612386-56-6,O=C(O)C1=CC(F)=C(Br)C=C1C(=O)O,14.0,17.0,-8.8031551775255,-0.8615124506830001,7.941642726842501,2.9403803336566834,2.750452653655394,164.04000000000005,0.5349,-0.65428,172.11061166666664,186.59935921137745,0,2,1.9846000000000004,2.0,2.0,13.401294443558555,1.8781573681305463,0.0027704633309791823
