cas,smiles,h1,h2,homo_ev,lumo_ev,gap_ev,dipole_moment_debye,3and6,4and5,mu,sigma,ei
28749-88-4,O=C(O)C1=C(F)C(F)=C(O)C(F)=C1C(=O)O,16,18,-8.683152969455,-0.7839600032905,7.8991929661645,0.6006952638401605,2,2,10.810908807001695,2.4427838527918952,0.0007605078863576979
51419-12-6,O=C(O)C1=CC=C(OS(=O)(=O)C=2C=CC=CC2)C=C1C(=O)O,22,31,-9.072820003371,-0.894710340444,8.178109662927,6.1861309289409645,0,1,10.842558254049692,1.9811514939391641,4.095289747775251e-05
14597-16-1,O=C(O)C1=C(O)C=C2C(=O)C3=C(O)C(O)=C(C(O)=C3C(=O)C2=C1C(=O)O)C4=CC(=CC=C4O)CCN,36,42,-7.661365460827501,-2.161128200671,5.500237260156501,4.049068842338939,2,1,12.184208141254501,2.5157570700488705,0.006383412214838742
6274-40-4,O=C(O)C1=CC(O)=CC(C(=O)O)=C1C(=O)O,21,20,-8.421379445273999,-0.7866811417955001,7.634698303478498,2.565939784952094,1,1,11.419859598254178,1.9878812368522387,0.00014112966564640023
1192548-76-7,O=C(O)C1=CC(Br)=CC(Cl)=C1C(=O)O,14,17,-8.75118143208,-1.007365474551,7.743815957529,2.1667953802793654,1,1,12.444127318372182,1.9979218168983863,0.0010066084310481355
597565-48-5,O=C(O)C1=CC=C(C=C1)C=2C=CC=C(C(=O)O)C2C(=O)O,30,29,-8.400154564934999,-0.7812388647855,7.618915700149499,1.704836502424793,1,0,12.054796418470033,2.025746740363001,0.000596694105776575
61837-53-4,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)N(=O)=O,18,22,-9.534325093819,-2.135005271023,7.399319822796001,6.0247326861861685,0,2,14.643808510731418,2.1612387723066986,0.04124554597712213
26190-11-4,O=C(O)C1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1C(=O)O,22,30,-8.3672287890245,-1.7224806736649998,6.6447481153595,6.556791750543859,0,1,13.126509178412775,2.0912433895920635,0.004678530190235085
10595-31-0,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,27,31,-9.209421156322,-1.237573792074,7.971847364248001,8.779619449611697,0,1,9.796589011391177,2.2778325803330435,5.334696437021694e-05
22895-28-9,O=C(O)C=1C=CC=C(N=N(=O)C=2C=CC=C(C(=O)O)C2C(=O)O)C1C(=O)O,27,36,-8.414848712862,-1.69254815011,6.722300562752,4.3124409514798,1,0,12.867422007230601,2.0341693672373697,0.002449529085804831
945681-55-0,O=C(O)C=1C=C2C(=CC1C(=O)O)C3C=4C=CC=CC4C2C5=CC(C(=O)O)=C(C=C53)C(=O)O,32,35,-7.9432754099455005,-0.8696758661980001,7.0735995437475,4.88565374233582,0,2,11.823237877065054,1.9139366095254304,0.0001837674260338918
6219-66-5,O=C(O)C1=C(O)C=C2C(=O)C=3C(O)=C(C(C(=O)C)=C(O)C3C(=O)C2=C1C(=O)O)CC,30,38,-7.744904412931,-2.3314714710840003,5.413432941846999,6.994417089364918,2,1,10.35052549578917,2.747609202775129,0.001561949265195853
944-38-7,O=C(O)C1=C(C(=O)O)C(=CC=C1C)C,15,14,-8.323962686795001,-0.458783951943,7.865178734852001,1.6531070171044582,2,0,8.9664991872028,2.4275593084400304,3.5357555955421965e-05
63035-28-9,O=C(O)C1=CC(O)=C(OC)C=C1C(=O)O,15,22,-7.875791175021501,-0.5450440425515,7.330747132470001,4.365885319153493,0,2,11.124336848488554,1.9183299113272934,4.384712103705512e-05
4445-49-2,O=C(O)C1=CC=CC(C=2C=CC=CC2)=C1C(=O)O,18,27,-8.1783817767775,-0.618786896037,7.559594880740499,2.2767742488002627,1,0,11.077357350400376,2.0162576165777026,8.823964771850355e-05
61837-54-5,O=C(O)C=1C=C(C(=O)O)C(=CC1N)C(=O)O,18,22,-7.665719282435501,-0.7175642237685,6.948155058667001,7.985781109572188,0,2,8.731011346354848,2.164407816011233,2.305069253886316e-06
223387-87-9,O=C(O)C1=CC=C(OC(C)C)C=C1C(=O)O,16,27,-8.090489003065999,-0.52245859296,7.568030410105999,4.3475302253118375,0,1,11.059685810052954,1.921032980658812,3.897189751012238e-05
144152-92-1,O=C(O)C1=CC=CC(C=2C=CC=CC2C)=C1C(=O)O,19,30,-8.1898105584985,-0.6326647024125001,7.557145856086,2.10002294749367,1,0,11.25966520511507,2.0218097197620124,0.00013196348538535032
94617-43-3,O=C(O)C1=CC=CC(=C1C(=O)O)S(=O)(=O)N,16,20,-9.3462944231235,-0.8416481395965,8.504646283526998,5.165218111561215,1,0,9.526096119096195,1.983865396831393,2.1054421773807983e-06
67614-42-0,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C,16,20,-8.169946247412,-0.754843821287,7.415102426124999,6.475269812139104,0,1,10.12580111363323,2.006458602426278,1.0776539354745727e-05
40532-23-8,O=C(O)C1=CC=C(OC2=CC=C(N)C=C2)C=C1C(=O)O,20,30,-7.235507284795001,-0.5265403007175,6.708966984077501,5.233600772890496,0,1,10.356284066205262,1.951328308255276,1.0636759969834118e-05
5466-99-9,O=C(O)C=1C=CC=CC1C(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,32,30,-8.8951296589945,-1.3080512793535,7.587078379641,3.9552948512089454,0,1,13.972795232766074,1.9180842048554672,0.008226615567281235
444288-68-0,O=C(O)C=1C=CC=C(NCC=2SC=CC2)C1C(=O)O,19,29,-7.351972012808999,-0.63674641017,6.715225602638999,2.783925201940598,1,0,10.745763432275993,1.996460553796137,3.798013822820651e-05
68183-31-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCCOC(=O)C(=C)C,23,27,-9.1128207393945,-1.177164517263,7.935656222131501,4.856300834997766,0,1,12.85528861152116,1.925400127012876,0.0013818488908983254
444288-59-9,O=C(O)C=1C=CC=C(NCC=2OC(=CC2)C)C1C(=O)O,20,32,-7.30897802443,-0.646542508788,6.662435515642,3.9658985841798833,1,0,9.840676000458984,1.9802812930881328,4.298730831706478e-06
23602-85-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C=C2)C(=O)C3=CC=C(C(=O)O)C(=C3)C(=O)O,34,38,-8.8891431542835,-1.6569012356945,7.232241918589001,6.0251878460343455,0,1,13.37031613026005,2.040004854764402,0.00543866116496227
134960-68-2,O=C(O)C1=CC=C2C(=C1C(=O)O)C(C=3C=CC=CC3)(C)CC2(C)C,24,27,-8.1223263235745,-0.5238191622125,7.598507161362,3.37222685773066,1,1,9.8940961623599,2.0033256718020938,6.177809778838201e-06
296779-99-2,O=C(O)C=1C=CC=C(C=C)C1C(=O)O,14,21,-8.285866747725,-0.5738881107045001,7.711978637020501,2.1923411185305994,1,0,10.989207100424224,2.0270686055598173,8.034612204497983e-05
213611-98-4,N#CC=1C=C(C(=O)O)C(=CC1C#N)C(=O)O,17,19,-9.493508016244,-1.824251253752,7.669256762492,9.403363456763756,0,2,11.054033125578172,2.4919986473785443,0.0013513984575856813
312303-68-7,O=C(O)C=1C=CC=C(NN)C1C(=O)O,14,21,-7.338366320283999,-0.635113727067,6.703252593216999,3.711156040912319,1,0,10.006329726176432,1.9820564197957158,6.450209696501531e-06
52287-38-4,O=C(O)C=1C=C2N=CC=CC2=CC1C(=O)O,16,22,-8.380834481549499,-0.998113603634,7.382720877915499,3.950380798100356,0,2,12.994462849492322,1.8946539100754138,0.0014926064723506764
855764-12-4,O=C(O)C1=CC=C2N=CC=CC2=C1C(=O)O,16,22,-8.3601538289115,-1.1997499668545,7.160403862057,4.3392694615568645,1,1,11.3687591388817,1.9711702196819991,0.00011248296119699083
1243400-32-9,O=C(O)C1=CC=C(OC2CC2)C=C1C(=O)O,16,25,-8.172395272066499,-0.5181047713520001,7.654290500714499,3.267130883512321,0,1,11.897924021024352,1.911073256634676,0.0002091685993304091
89939-49-1,O=C(O)C1=CC(N)=C(C=C1C(=O)O)N(=O)=O,16,21,-7.971847364248,-1.8000331210575,6.1718142431905,8.187273193194423,0,2,12.002244554962488,2.288049816840044,0.002100712527202526
167993-09-1,O=C(O)C1=CC=2C=CNC2C=C1C(=O)O,15,21,-7.5971465921095,-0.3790545937465,7.218091998363,5.27677297597689,0,2,9.797905967750026,1.9813374444916165,3.9291198977481925e-06
927672-46-6,O=C(O)C=1C=CC=C(NCC2CC2)C1C(=O)O,17,29,-7.2118333798015,-0.6326647024125001,6.579168677389,3.81978952430628,1,0,9.910746789884357,1.9820791675135288,5.164439125360376e-06
2227312-00-5,O=C(O)C1=CC=C(F)C(=C1C(=O)O)N(=O)=O,16,19,-9.368335645014,-1.9241170368855,7.4442186081285,5.294087084663417,1,1,12.735821834660896,2.1094742904299233,0.0028216077271622543
113006-47-6,O=C(O)C1=CC=C(OC2=CC=CC(N)=C2)C=C1C(=O)O,20,30,-7.323127944656001,-0.597562015698,6.725565928958001,4.169239722059646,0,1,11.465313053478837,1.9078809671382342,8.363895725962815e-05
1826827-36-4,O=C(O)C=1C=CC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C1,30,29,-8.14708868397,-0.8411039118955,7.305984772074501,3.444448328832935,1,0,10.91490758766922,1.9660249613822394,4.2015506270455636e-05
198330-12-0,O=C(O)C1=CC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C=C1,29,28,-8.2251853590635,-0.788585938749,7.436599420314501,3.0703254827460884,1,0,11.034200157130144,1.9745826344146469,5.807270655945498e-05
905273-60-1,O=C(O)C1=CC(F)=C(C=C1C(=O)O)C(F)(F)F,17,20,-9.2505103477475,-0.956208070657,8.2943022770905,4.875489196993467,0,2,12.12084132283617,1.9146305420257357,0.0003330960989934035
159113-89-0,O=C(O)C=1C=C2C=C3C=C(C(=O)O)C(=CC3=CC2=CC1C(=O)O)C(=O)O,26,34,-7.383809333317499,-1.558123907963,5.825685425354499,4.548705602696222,0,2,14.25687630446943,1.9598942518056492,0.014432002074946201
72066-79-6,O=C(O)C1=CC=C(OC2=CC=C(C=C2)C(C3=CC=C(OC4=CC=CC(C(=O)O)=C4C(=O)O)C=C3)(C)C)C=C1C(=O)O,41,64,-7.7544283976985,-0.7284487777884999,7.02597961991,3.963998128152938,0,1,12.08047780612715,1.8947281452836604,0.00026812223570159624
102653-80-5,O=C(O)C=1C=C(C=C(C1C(=O)O)C)C,14,17,-8.4314476577425,-0.5444998148505,7.886947842892001,2.7306638698309245,1,1,10.47172900851703,2.012905974665652,2.4415218711871438e-05
22895-22-3,O=C(O)C1=CC=C(OCC)C=C1C(=O)O,15,24,-8.142734862362,-0.479464604581,7.663270257780999,3.8600037422261657,0,1,11.296724663803516,1.9193376073861796,6.417359745637674e-05
113665-35-3,O=C(O)C1=CC(O)=C(C(=O)O)C(=C1)C(=O)O,21,19,-8.3895421247655,-1.418801616507,6.9707405082584994,2.650497021315059,1,1,13.346116220212636,2.0122924556013353,0.004676830400342537
1073323-68-8,O=C(O)C=1C(F)=CC=C(C1C(=O)O)C,14,17,-8.572674746152,-0.6468146226385,7.9258601235135,3.391717886263537,2,0,8.232616862984429,2.3050272698267626,3.1627900918094765e-06
1073323-66-6,O=C(O)C1=CC(F)=CC(=C1C(=O)O)C,14,17,-8.703833622092999,-0.7031421896919999,8.000691432400998,3.347824589192212,1,1,10.527749425913655,1.9771321512352504,1.999715615480551e-05
955-04-4,O=C(O)C1=CC(O)=C(C(=O)O)C(=C1C(=O)O)C,17,21,-8.2915811385855,-1.1423339443990002,7.149247194186499,4.267127188167702,1,2,11.243862276892514,1.9671496070800614,8.452527563323716e-05
165730-64-3,O=C(O)C=1C=C(F)C=C(F)C1C(=O)O,14,17,-8.977035927995,-0.904506439062,8.072529488933,1.6192773758686312,1,1,12.521059598441326,2.0250410522104785,0.001329076528088403
203194-63-2,O=C(O)C=1C=CC=C(NCC)C1C(=O)O,15,25,-7.1857104501535005,-0.6027321788575,6.5829782712960005,3.9634609699100105,1,0,9.692252284920357,1.9864340440514,3.2290009927969014e-06
13133-05-6,O=C(O)C=1C=C(OC)C=C(OC)C1C(=O)O,16,25,-7.931574514374001,-0.633481043964,7.29809347041,3.298583686978397,1,1,10.329672375617747,1.986134056568422,1.4009145974714244e-05
64019-77-8,O=C(O)C=1C(OC)=CC=C(OC)C1C(=O)O,16,25,-7.550615123674,-0.5347037162325,7.0159114074415,5.692600029863331,2,0,5.987097737900143,2.3652091178558603,4.308413504481101e-08
53659-79-3,O=C(Cl)C1=CC=C(C(=O)O)C(=C1)C(=O)O,19,17,-9.3326887305985,-1.590777570023,7.7419111605754996,4.798223981849952,0,1,14.156306618933257,1.97156506767071,0.013052217945328903
