cas,smiles,h1,h2,homo_ev,lumo_ev,gap_ev,dipole_moment_debye,3and6,4and5
94617-43-3,O=C(O)C1=CC=CC(=C1C(=O)O)S(=O)(=O)N,16,20,-9.3462944231235,-0.8416481395965,8.504646283526998,5.165218111561215,1,0
67614-42-0,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C,16,20,-8.169946247412,-0.754843821287,7.415102426124999,6.475269812139104,0,1
40532-23-8,O=C(O)C1=CC=C(OC2=CC=C(N)C=C2)C=C1C(=O)O,20,30,-7.235507284795001,-0.5265403007175,6.708966984077501,5.233600772890496,0,1
5466-99-9,O=C(O)C=1C=CC=CC1C(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,32,30,-8.8951296589945,-1.3080512793535,7.587078379641,3.9552948512089463,0,1
444288-68-0,O=C(O)C=1C=CC=C(NCC=2SC=CC2)C1C(=O)O,19,29,-7.351972012808999,-0.63674641017,6.715225602638999,2.783925201940598,1,0
68183-31-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCCOC(=O)C(=C)C,23,27,-9.1128207393945,-1.177164517263,7.935656222131501,4.856300834997766,0,1
444288-59-9,O=C(O)C=1C=CC=C(NCC=2OC(=CC2)C)C1C(=O)O,20,32,-7.30897802443,-0.646542508788,6.662435515642,3.9658985841798833,1,0
23602-85-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C=C2)C(=O)C3=CC=C(C(=O)O)C(=C3)C(=O)O,34,38,-8.8891431542835,-1.6569012356945,7.232241918589001,6.0251878460343455,0,1
134960-68-2,O=C(O)C1=CC=C2C(=C1C(=O)O)C(C=3C=CC=CC3)(C)CC2(C)C,24,27,-8.1223263235745,-0.5238191622125,7.598507161362,3.3722268577306598,1,1
500000-96-4,O=C(O)C1=CC=C(OC(=O)C2=CC=C(C=C2)C(=O)OC3=CC=C(C(=O)O)C(=C3)C(=O)O)C=C1C(=O)O,36,49,,,,,0,1
17249-00-2,O=C(O)C1=C(O)C=C2C(=O)C3=C(O)C(O)=C(C(O)=C3C(=O)C2=C1C(=O)O)C4=CC(=CC=C4O)CCO,36,42,,,,,2,1
296779-99-2,O=C(O)C=1C=CC=C(C=C)C1C(=O)O,14,21,-8.285866747725,-0.5738881107045001,7.711978637020501,2.1923411185305994,1,0
213611-98-4,N#CC=1C=C(C(=O)O)C(=CC1C#N)C(=O)O,17,19,-9.493508016244,-1.8242512537520001,7.669256762492,9.403363456763756,0,2
312303-68-7,O=C(O)C=1C=CC=C(NN)C1C(=O)O,14,21,-7.338366320283999,-0.635113727067,6.703252593216999,3.711156040912319,1,0
52287-38-4,O=C(O)C=1C=C2N=CC=CC2=CC1C(=O)O,16,22,-8.380834481549499,-0.9981136036339999,7.382720877915499,3.9503807981003556,0,2
855764-12-4,O=C(O)C1=CC=C2N=CC=CC2=C1C(=O)O,16,22,-8.3601538289115,-1.1997499668545,7.160403862057,4.3392694615568645,1,1
490-26-6,O=C(O)C1=CC=2OCOC2C=C1C(=O)O,15,20,,,,,0,2
1243400-32-9,O=C(O)C1=CC=C(OC2CC2)C=C1C(=O)O,16,25,-8.172395272066499,-0.5181047713520001,7.654290500714499,3.267130883512321,0,1
89939-49-1,O=C(O)C1=CC(N)=C(C=C1C(=O)O)N(=O)=O,16,21,-7.971847364248,-1.8000331210575,6.1718142431905,8.187273193194423,0,2
167993-09-1,O=C(O)C1=CC=2C=CNC2C=C1C(=O)O,15,21,-7.5971465921095,-0.3790545937465,7.218091998363,5.27677297597689,0,2
927672-46-6,O=C(O)C=1C=CC=C(NCC2CC2)C1C(=O)O,17,29,-7.2118333798015,-0.6326647024125001,6.579168677389,3.8197895243062803,1,0
2227312-00-5,O=C(O)C1=CC=C(F)C(=C1C(=O)O)N(=O)=O,16,19,-9.368335645014,-1.9241170368854998,7.4442186081285,5.294087084663417,1,1
113006-47-6,O=C(O)C1=CC=C(OC2=CC=CC(N)=C2)C=C1C(=O)O,20,30,-7.323127944656001,-0.597562015698,6.725565928958001,4.169239722059646,0,1
1826827-36-4,O=C(O)C=1C=CC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C1,30,29,-8.14708868397,-0.8411039118955,7.305984772074501,3.444448328832935,1,0
198330-12-0,O=C(O)C1=CC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C=C1,29,28,-8.2251853590635,-0.788585938749,7.436599420314501,3.0703254827460884,1,0
905273-60-1,O=C(O)C1=CC(F)=C(C=C1C(=O)O)C(F)(F)F,17,20,-9.2505103477475,-0.956208070657,8.2943022770905,4.875489196993467,0,2
159113-89-0,O=C(O)C=1C=C2C=C3C=C(C(=O)O)C(=CC3=CC2=CC1C(=O)O)C(=O)O,26,34,-7.383809333317499,-1.558123907963,5.825685425354499,4.548705602696222,0,2
72066-79-6,O=C(O)C1=CC=C(OC2=CC=C(C=C2)C(C3=CC=C(OC4=CC=CC(C(=O)O)=C4C(=O)O)C=C3)(C)C)C=C1C(=O)O,41,64,-7.7544283976985,-0.7284487777884999,7.02597961991,3.963998128152938,0,1
102653-80-5,O=C(O)C=1C=C(C=C(C1C(=O)O)C)C,14,17,-8.4314476577425,-0.5444998148505,7.886947842892001,2.7306638698309245,1,1
22895-22-3,O=C(O)C1=CC=C(OCC)C=C1C(=O)O,15,24,-8.142734862362,-0.47946460458100004,7.663270257780999,3.8600037422261657,0,1
113665-35-3,O=C(O)C1=CC(O)=C(C(=O)O)C(=C1)C(=O)O,21,19,-8.3895421247655,-1.418801616507,6.9707405082584994,2.650497021315059,1,1
1073323-68-8,O=C(O)C=1C(F)=CC=C(C1C(=O)O)C,14,17,-8.572674746152,-0.6468146226385,7.9258601235135,3.3917178862635375,2,0
1073323-66-6,O=C(O)C1=CC(F)=CC(=C1C(=O)O)C,14,17,-8.703833622092999,-0.7031421896919999,8.000691432400998,3.3478245891922116,1,1
955-04-4,O=C(O)C1=CC(O)=C(C(=O)O)C(=C1C(=O)O)C,17,21,-8.2915811385855,-1.1423339443990002,7.149247194186499,4.267127188167702,1,2
165730-64-3,O=C(O)C=1C=C(F)C=C(F)C1C(=O)O,14,17,-8.977035927995,-0.904506439062,8.072529488933,1.6192773758686312,1,1
203194-63-2,O=C(O)C=1C=CC=C(NCC)C1C(=O)O,15,25,-7.1857104501535005,-0.6027321788575,6.5829782712960005,3.9634609699100105,1,0
13133-05-6,O=C(O)C=1C=C(OC)C=C(OC)C1C(=O)O,16,25,-7.931574514374001,-0.633481043964,7.2980934704100004,3.2985836869783975,1,1
64019-77-8,O=C(O)C=1C(OC)=CC=C(OC)C1C(=O)O,16,25,-7.5506151236740005,-0.5347037162325,7.0159114074415,5.692600029863331,2,0
701304-33-8,O=C(O)C=1C=C2C(=CC1C(=O)O)CCC2,15,18,,,,,0,2
53659-79-3,O=C(Cl)C1=CC=C(C(=O)O)C(=C1)C(=O)O,19,17,-9.3326887305985,-1.590777570023,7.7419111605754996,4.798223981849952,0,1
