cas,smiles,h1,h2
332933-35-4,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)COC=3C=CC=CC3Cl)C=C1C(=O)O,31,46
882825-30-1,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C3=CC=C(OC4=CC=C(C=C4)N(=O)=O)C=C3)C=C1C(=O)O,38,55
351188-28-8,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C3=CC=C(OC4=CC=C(C=C4)N(=O)=O)C=C3)C=C1C(=O)O,38,55
330634-80-5,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C3=CC=C(C=C3)NC(=O)C(C)(C)C)C=C1C(=O)O,35,58
312317-46-7,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C=3C=CC=C(C3)NC(=O)C(C)(C)C)C=C1C(=O)O,35,58
640296-31-7,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C3=NC=CC(=C3)N(=O)=O)C=C1C(=O)O,31,43
723736-54-7,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C=3OC=C(Br)C3)C=C1C(=O)O,28,39
302927-72-6,O=C(O)C1=CC=C(OC2=CC=CC(=C2)N3C(=O)C=4C=CC=CC4C3=O)C=C1C(=O)O,30,42
165051-67-2,O=C(O)C1=CC=C(C=C1C(=O)O)N2N=C(C=CC=3C=CC=CC3)CC2C=4C=CC=CC4,31,35
2637372-92-8,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)N2CCN(C3=CC(F)=CC=C3F)CC2,29,33
349650-01-7,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C3=CC=C(OC4=CC=C(C=C4)C(=O)NC5=CC=C(OC6=CC=C(C(=O)O)C(=C6)C(=O)O)C=C5)C=C3)C=C1C(=O)O,57,84
59507-07-2,O=C(O)C1=CC=C(OC2=CC=C(C=C2)C3(C4=CC=C(OC5=CC=C(C(=O)O)C(=C5)C(=O)O)C=C4)C=6C=CC=CC6C=7C=CC=CC73)C=C1C(=O)O,51,76
910480-65-8,O=C(O)C1=CC=C2C(=C1C(=O)O)N(C(C3=COC=C3)=C2C4CCCC4)C,26,29
2733926-72-0,O=C(O)C1=CC=C(C=C1C(=O)O)N(C(=O)C=2C=CC=3C=CC=CC3C2O)CC=4C=CC=C(C4)NC(=O)CCCCCCCCCCCCCCCCC,53,57
1005239-58-6,O=C(O)C1=CC=C(OC2=CC=C(C=C2)N3C(=O)C4C5C=CC(C5)C4C3=O)C=C1C(=O)O,31,47
537698-82-1,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)N(CC=2C=CC=C(OC=3C=CC=CC3)C2)C4C=5C=CC=CC5CCC4,42,46
185049-86-9,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)N(CC=2C=CC=C(OC=3C=CC=CC3)C2)C4C=5C=CC=CC5CCC4,42,46
2961390-02-1,O=C(O)C1=CC=2OC3(CN(C(=O)OC(C)(C)C)C3)CC(F)(F)C2C=C1C(=O)O,28,46
777881-14-8,O=C(O)C1=CC=C(OC2=CC=CC(=C2)N3C(=O)C4=CC=C(OC5=CC=CC(=C5)N(=O)=O)C=C4C3=O)C=C1C(=O)O,40,55
294675-76-6,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C2=CC=CC(=C2)N3C(=O)C4=CC=C(C=C4C3=O)N(=O)=O,35,39
777881-62-6,O=C(O)C1=CC=C(OC2=CC=C(C=C2)N3C(=O)C=4C(Br)=C(Br)C(Br)=C(Br)C4C3=O)C=C1C(=O)O,34,42
306319-98-2,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C3=CC=C4C(=O)N(C(=O)C4=C3)C=5C=CC=CC5)C=C1C(=O)O,39,56
777879-60-4,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C3=CC=C4C(=O)N(C(=O)C4=C3)C5=CC=C(C(=C5)C)C)C=C1C(=O)O,41,62
351521-52-3,O=C(O)C1=CC=C(OC2=CC=CC(=C2)N3C(=O)C4=CC=C(OC5=CC=C6C(=O)N(C(=O)C6=C5)C=7C=CC=C(OC8=CC=C(C(=O)O)C(=C8)C(=O)O)C7)C=C4C3=O)C=C1C(=O)O,61,84
339222-91-2,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C=3C=C(C=C(C3)N4C(=O)C=5C=CC=CC5C4=O)C(=O)NC6=CC=C(OC7=CC=C(C(=O)O)C(=C7)C(=O)O)C=C6)C=C1C(=O)O,61,87
302927-67-9,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)N4C(=O)C5=CC=C(C=C5C4=O)C(=O)NC6=CC=C(OC7=CC=C(C(=O)O)C(=C7)C(=O)O)C=C6)C=C1C(=O)O,61,87
352218-51-0,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C3=CC=CC(=C3)N4C(=O)C5=CC=C(C=C5C4=O)C(=O)NC=6C=CC=C(OC7=CC=C(C(=O)O)C(=C7)C(=O)O)C6)C=C1C(=O)O,61,87
339234-26-3,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C=4N=C(C=CC4)N5C(=O)C6=CC=C(C=C6C5=O)C(=O)NC7=CC=C(C(=O)O)C(=C7)C(=O)O,58,62
158598-06-2,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)OC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3N(C(=O)C(NC(=O)C)(C)C)CCC3)(C)C)C)(C)C)C)CCC(=O)N)(C)C)C(C)C)(C)C)CC(C)C)(C)C)CCC2)C(C)C)(C)C)(C)C)CCC(=O)N)CCC(=O)N)CC=4C=CC=CC4,155,159
108085-51-4,O=C(O)C1=CC=C(C(O)=C1C(=O)O)C,14,18
706811-16-7,O=C(O)C1=CC(O)=C(C=C1C(=O)O)C,14,18
2621055-66-9,O=C(O)C=1C=CC=C(C#CC)C1C(=O)O,15,22
1824208-72-1,O=C(O)C=1C(C(=O)O)=C(C(=CC1C)C)C,16,15
253789-13-8,O=C(O)C=1C=C(C(=CC1C(=O)O)CC)C,15,18
1824458-55-0,O=C(O)C1=CC=CC(=C1C(=O)O)CS,14,18
1824333-97-2,O=C(O)C1=CC=C(C(S)=C1C(=O)O)C,14,18
858000-56-3,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C1)C,18,19
150394-40-4,O=C(O)C1=CC=C(OI)C=C1C(=O)O,14,18
373600-09-0,O=C(O)C1=CC(S)=C(S)C=C1C(=O)O,14,19
1547163-18-7,O=C(O)C=1C=C(O)C=C(N)C1C(=O)O,14,20
100118-13-6,O=C(O)C1=CC=C(C(=C1C(=O)O)C)CCC,16,19
2550769-15-6,O=C(O)C=1C=CC=C(C#CCC)C1C(=O)O,16,25
1504528-59-9,O=C(O)C1=CC=CC(C(=S)N)=C1C(=O)O,15,21
10474-63-2,O=C(O)C=1C=C2C=CC=CC=CC2=CC1C(=O)O,18,27
2851890-93-0,O=C(O)C1=CC=C(F)C(=C1C(=O)O)C,14,17
1574606-20-4,O=C(O)C1=CC(=CC(Cl)=C1C(=O)O)C,14,17
3002026-76-5,O=C(O)C1=CC=C(C(=C1C(=O)O)CC)CC,16,19
2520421-11-6,O=C(O)C=1C=CC=C(C#CCO)C1C(=O)O,16,23
1005516-60-8,O=C(O)C1=CC=CC(=C1C(=O)O)CCCO,16,20
861615-23-8,O=C(O)C=1C(I)=CC=C(O)C1C(=O)O,14,18
706809-70-3,O=C(O)C=1C=C(C(O)=C(C(=O)O)C1C(=O)O)C,21,20
2630498-66-5,O=C(O)C=1C=CC=C(C#CC(C)C)C1C(=O)O,17,28
2620696-51-5,O=C(O)C=1C=CC=C(C#C[Na])C1C(=O)O,15,19
2549625-33-2,O=C(O)C1=CC=C(C#CCC)C=C1C(=O)O,16,25
2523955-12-4,O=C(O)C#CC1=CC=CC(C(=O)O)=C1C(=O)O,22,21
2167510-34-9,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)CC,16,20
1823508-88-8,O=C(O)C1=CC=CC(=C1C(=O)O)CC(N)C,16,20
1391133-39-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CC,16,20
1344588-48-2,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CC,16,20
1344425-17-7,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CC,16,20
1344399-19-4,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)CC,16,20
1344395-08-9,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)CC,16,20
2830605-80-4,O=C(O)C1=CC(Br)=C(O)C=C1C(=O)O,14,18
2416679-12-2,O=C(O)C1=CC(Cl)=C(I)C=C1C(=O)O,14,17
1099520-06-5,O=C(O)C=1C=CC=C(OC(C)C)C1C(=O)O,16,27
861555-39-7,O=C(O)C=1C(I)=CC=C(I)C1C(=O)O,14,17
114841-61-1,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C1)CC,19,20
13943-86-7,O=C(O)C=1C(Br)=CC=C(O)C1C(=O)O,14,18
2645936-93-0,O=C(O)C=1C=CC=C(C#CCN)C1C(=O)O,16,24
2645887-49-4,O=C(O)C1=CC=C(C#CCO)C=C1C(=O)O,16,23
2588653-41-0,O=C(O)C=1C=CC=C(C#CCCC)C1C(=O)O,17,28
2583588-26-3,O=C(O)C=1C=CC=C(C#CC(O)C)C1C(=O)O,17,26
52319-98-9,O=C(O)C=1C=C(C=C(C1C(=O)O)C)C(C)(C)C,17,20
1015443-55-6,O=C(O)C1=CC(OC)=CC(=C1C(=O)O)CC,16,22
856806-24-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(O)(C)C,16,20
18019-69-7,O=C(O)C1=CC=C(C=C1C(=O)O)[Si](C)(C)C,16,20
99865-99-3,O=C(O)C1=CC(OCC)=C(C=C1C(=O)O)C,16,24
18019-70-0,O=C(O)C1=CC=CC(=C1C(=O)O)[Si](C)(C)C,16,20
2629724-02-1,O=C(O)C1=CC=C(C#CC(C)C)C=C1C(=O)O,17,28
2604139-92-4,O=C(O)C=1C=CC=C(C#CC2CC2)C1C(=O)O,17,26
2575239-43-7,O=C(O)C1=CC=C(C#C[Na])C=C1C(=O)O,15,19
2512318-20-4,O=C(O)C#CC1=CC=C(C(=O)O)C(=C1)C(=O)O,22,20
2167757-40-4,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)CO,16,20
91136-83-3,O=C(O)C=1C=C(C(C(=O)O)=C(C(=O)O)C1C(=O)O)C,22,21
36440-00-3,O=C(O)C1=CC=C2C(C=CC(C(=O)O)=C2C(=O)O)=C1,25,24
343956-46-7,O=C(O)C=1C=C(C(=O)O)C(=CC1I)C(=O)O,18,20
2623094-09-5,O=C(O)C1=CC=C(C#CCN)C=C1C(=O)O,16,24
2616582-43-3,O=C(O)C1=CC=C(C#CCCC)C=C1C(=O)O,17,28
2538750-81-9,O=C(O)C1=CC=C(C#CC(O)C)C=C1C(=O)O,17,26
2512288-53-6,O=C(O)C=1C=CC=C(C#CC(N)C)C1C(=O)O,17,27
1390653-46-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CN,16,20
1389861-03-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CN,16,20
705966-93-4,O=C(O)C1=CC=C(Cl)C(C(=O)O)=C1C(=O)O,20,19
1243151-51-0,O=C(O)C=1C=C2C=CC(N)=CC2=CC1C(=O)O,17,25
691376-11-1,O=C(O)C1=CC(=C2C=CC=CC2=C1C(=O)O)C,17,23
2243517-25-9,O=C(O)C1=CC=C(F)C(N)=C1C(=O)O,14,19
213611-96-2,O=C(O)C1=CC=C(C=C1C(=O)O)CC=2C=CC=CC2,19,23
108670-54-8,O=C(O)C=1C(O)=CC=2C=CC=CC2C1C(=O)O,17,24
2304464-21-7,O=C(O)C1=CC=C(N)C(F)=C1C(=O)O,14,19
2243517-19-1,O=C(O)C=1C=C(F)C=C(N)C1C(=O)O,14,19
1936231-13-8,O=C(O)C=1C=C(Br)C=C(N)C1C(=O)O,14,19
1772627-93-6,O=C(O)C1=CC(N)=CC(F)=C1C(=O)O,14,19
2503908-39-0,O=C(O)C1=CC=C(C#CC2CC2)C=C1C(=O)O,17,26
2167121-79-9,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C=C,16,20
1391002-69-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C=C,16,20
1390993-56-2,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(O)C,17,21
1390993-11-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(O)C,17,21
1344625-62-2,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C(O)C,17,21
1344583-36-3,O=C(O)C1=CC=CC(=C1C(=O)O)CCC(N)C,17,21
1344576-54-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(O)C,17,21
1344554-40-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C=C,16,20
1344546-74-2,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C=C,16,20
1344544-18-8,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(O)C,17,21
1344496-53-2,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C=C,16,20
1344492-48-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(O)C,17,21
1344481-31-7,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C=C,16,20
1344470-19-4,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C(O)C,17,21
1344470-12-7,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C(O)C,17,21
1344468-67-2,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C(O)C,17,21
1344440-61-4,O=C(O)C1=CC=C(C=C1C(=O)O)CCC(N)C,17,21
1344436-42-5,O=C(O)C1=CC=C(C=C1C(=O)O)CCC(N)C,17,21
1344418-88-7,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(O)C,17,21
1344417-23-7,O=C(O)C1=CC=CC(=C1C(=O)O)CCC(N)C,17,21
36439-94-8,O=C(O)C1=CC=CC2=CC(C(=O)O)=C(C=C21)C(=O)O,24,26
14170-96-8,O=C(O)C=1C(O)=CC(O)=C(OC)C1C(=O)O,16,23
1042969-21-0,O=C(O)C=1C=CC=C(C#CC=2C=CC=CC2)C1C(=O)O,20,29
92496-88-3,O=C(O)C=1C=CC(=CC1C(=O)O)C2=CC=C(C=C2)C,19,23
2631647-72-6,O=C(O)C=1C=CC=C(C#CCC(O)C)C1C(=O)O,18,29
2617464-26-1,O=C(O)C=1C=CC=C(C#CC(C)(C)C)C1C(=O)O,18,31
2616968-15-9,O=C(O)C=1C=CC=C(C#CCCN)C1C(=O)O,17,27
2604870-42-8,O=C(O)C=1C=CC=C(C#CC(C)CC)C1C(=O)O,18,31
2594253-99-1,O=C(O)C=1C=CC=C(C#CCOC)C1C(=O)O,17,26
2588246-75-5,O=C(O)C=1C=CC=C(C#CCCC#C)C1C(=O)O,18,27
2564768-54-1,O=C(O)C=1C=CC=C(C#CC=CC)C1C(=O)O,17,26
2552030-06-3,O=C(O)C=1C=CC=C(C#CCCCC)C1C(=O)O,18,31
2550644-45-4,O=C(O)C1=CC=C(C#CCCO)C=C1C(=O)O,17,26
2545474-45-9,O=C(O)C=1C=CC=C(C#CCCl)C1C(=O)O,16,22
2535605-72-0,O=C(O)C1=CC=C(C#CC(N)C)C=C1C(=O)O,17,27
2520512-63-2,O=C(O)C=1C=CC=C(C#CC(=C)C)C1C(=O)O,17,26
2507522-56-5,O=C(O)C=1C=CC=C(C#CC(O)CC)C1C(=O)O,18,29
2505892-30-6,O=C(O)C=1C=CC=C(C#CCBr)C1C(=O)O,16,22
2495650-98-9,O=C(O)C=1C=CC=C(C#CCC(=O)O)C1C(=O)O,18,25
2474465-95-5,O=C(O)C=1C=CC=C(C#CCC(C)C)C1C(=O)O,18,31
1344594-19-9,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)CCO,17,21
1344588-40-4,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)CCO,17,21
1344514-16-4,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CCO,17,21
1344445-95-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CCO,17,21
39155-66-3,O=C(O)C1=CC=2C=CC=CC2C(C(=O)O)=C1C(=O)O,26,25
3062824-86-3,O=C(O)C1=CC(F)=C(OC)C=C1C(=O)O,15,21
97325-40-1,O=C(O)C=1C=CC=C(OCC#C)C1C(=O)O,16,23
92724-35-1,O=C(O)C1=CC=CC(C2=CC=C(C=C2)C)=C1C(=O)O,19,30
2890-08-6,O=C(O)C=1C=CC2=CC=C(N)C=C2C1C(=O)O,17,25
2559074-07-4,O=C(O)C=1C=CC=C(C#CCCCCC)C1C(=O)O,19,34
2531109-04-1,O=C(C#CC1=CC=CC(C(=O)O)=C1C(=O)O)N,21,20
2528842-36-4,O=C(O)C=1C=CC=C(C#CCCCO)C1C(=O)O,18,29
2504662-89-7,O=C(O)C=1C=CC=C(C#COCC)C1C(=O)O,17,26
2503826-47-7,O=C(O)C=1C=CC=C(C#CCCCC#C)C1C(=O)O,19,30
2167532-99-0,O=C(O)C1=CC=C(OCCN)C=C1C(=O)O,16,26
1215122-34-1,O=C(O)C=1C(C(=O)O)=C(C(=O)O)C(=C(C(=O)O)C1C(=O)O)C,26,25
706809-24-7,O=C(O)C=1C=C(C(OC)=C(C(=O)O)C1C(=O)O)C,24,23
21872-44-6,O=C(O)C=1C=CC=C(OC(=O)C)C1C(=O)O,16,23
856195-04-5,O=C(O)C=1C=C(C(C(=O)O)=C(OC)C1C(=O)O)C,18,24
194360-96-8,O=C(O)C1=CC=C(OCCCCC)C=C1C(=O)O,18,33
194360-94-6,O=C(O)C=1C=CC=C(OCCCCC)C1C(=O)O,18,33
91136-81-1,O=C(O)C=CC1=CC=C(C(=O)O)C(=C1)C(=O)O,24,22
4775-35-3,O=C(O)C1=C(OC)C=C(OC)C(=C1C(=O)O)C,17,25
727-57-1,O=C(O)C1=CC(OC)=C(C(=O)O)C(=C1C(=O)O)C,18,24
3005636-86-9,O=C(O)C1=CC=C(C(=C1C(=O)O)CCCC)CCCC,20,23
1005840-39-0,O=C(O)C1=CC=CC(C=2C=CC=CC2O)=C1C(=O)O,19,28
93305-72-7,O=C(O)C1=CC=C(C=C1C(=O)O)C(C(=O)O)(C)C,18,22
24096-46-6,O=C(O)C=1C(Br)=CC(Br)=C(O)C1C(=O)O,15,18
17013-02-4,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)NN,16,20
13935-10-9,O=C(O)C=1C(Cl)=CC(Cl)=C(O)C1C(=O)O,15,18
2997443-61-3,O=C(O)C1=CC=CC(=C1C(=O)O)CC(CC)CCCC,20,24
2647715-71-5,O=C(O)C=1C=CC=C(C#CC(O)(C)C)C1C(=O)O,18,29
2616865-83-7,O=C(O)C1=CC=C(C#CC(C)(C)C)C=C1C(=O)O,18,31
2607882-00-6,O=C(O)C1=CC=C(C#CCBr)C=C1C(=O)O,16,22
2604857-47-6,O=C(O)C=1C=CC=C(C#CC(N)CC)C1C(=O)O,18,30
2595194-30-0,O=C(O)C1=CC=C(C#CCC(O)C)C=C1C(=O)O,18,29
2594928-07-9,O=C(O)C=1C=CC=C(C#CCON)C1C(=O)O,17,25
2589350-65-0,O=C(O)C1=CC=C(C#CCC(=O)O)C=C1C(=O)O,18,25
2578667-52-2,O=C(O)C=1C=CC=C(C#CC(C)CCC)C1C(=O)O,19,34
2578360-07-1,N#CCCC#CC1=CC=CC(C(=O)O)=C1C(=O)O,26,25
2574511-79-6,O=C(O)C1=CC=C(C#CC(C)CC)C=C1C(=O)O,18,31
2557746-51-5,O=C(O)C=1C=CC=C(C#CCCC(C)C)C1C(=O)O,19,34
2549261-62-1,O=C(O)C1=CC=C(C#CCCN)C=C1C(=O)O,17,27
2547742-09-4,O=C(O)C=1C=CC=C(C#CCC(N)C)C1C(=O)O,18,30
2544821-50-1,O=C(O)C1=CC=C(C#CC(=C)C)C=C1C(=O)O,17,26
2541028-64-0,O=C(O)C1=CC=C(C#CC=CC)C=C1C(=O)O,17,26
2539389-74-5,O=C(O)C=1C=CC=C(C#CCSC)C1C(=O)O,17,26
2539029-66-6,O=C(O)C1=CC=C(C#CCOC)C=C1C(=O)O,17,26
2533173-76-9,O=C(O)C1=CC=C(C#CCC(C)C)C=C1C(=O)O,18,31
2528101-78-0,O=C(O)C=1C=CC=C(C#CC(=O)C)C1C(=O)O,17,24
2515880-73-4,O=C(O)C1=CC=C(C#CCCC#C)C=C1C(=O)O,18,27
2513864-14-5,O=C(O)C1=CC=C(C#CC(O)CC)C=C1C(=O)O,18,29
2493067-40-4,O=C(O)C1=CC=C(C#CCCCC)C=C1C(=O)O,18,31
2444641-04-5,O=C(O)C1=CC=C(C#CCCl)C=C1C(=O)O,16,22
1344582-02-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)(C)CO,17,21
1344511-89-2,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)(C)CO,17,21
1344469-51-7,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)(C)CO,17,21
1344436-52-7,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)(C)CO,17,21
36440-39-8,O=C(O)C=1C=CC=C2C=CC(C(=O)O)=C(C(=O)O)C21,26,25
315664-32-5,O=C(O)C1=CC=CC(=C1C(=O)O)P(=O)(O)O,16,20
1005516-64-2,O=C(O)C=1C=CC=C(C1)C=2C=CC=C(C(=O)O)C2C(=O)O,30,29
1005516-63-1,O=C(O)C1=CC=CC(C2=CC=C(O)C=C2)=C1C(=O)O,19,28
855891-47-3,O=C(O)C1=C(O)C=C(OC)C(OC)=C1C(=O)O,17,26
103988-64-3,O=C(O)C=1C=C(C(OC)=C(OC)C1C(=O)O)C,17,25
35157-38-1,O=C(O)C1=CC=CC(=C1C(=O)O)CCC=2C=CC=CC2,20,24
2510193-83-4,O=C(O)C1=CC=C(C#CCCCO)C=C1C(=O)O,18,29
2625515-58-2,O=C(O)C=1C=CC=C(C#CC2=CC=CC(=C2)C)C1C(=O)O,21,32
2620557-98-2,O=C(C#CC1=CC=C(C(=O)O)C(=C1)C(=O)O)N,21,19
2597372-85-3,O=C(O)C=1C=CC=C(C#CCCC(O)C)C1C(=O)O,19,32
2597115-40-5,O=C(O)C=1C=CC=C(C#CCCC(=O)O)C1C(=O)O,19,28
2595725-80-5,O=C(O)C1=CC=C(C#CCCCC#C)C=C1C(=O)O,19,30
2578630-50-7,O=C(O)C=1C=CC=C(C#CCNC)C1C(=O)O,17,27
2574957-27-8,O=C(O)C=1C=CC=C(C#CC(O)CCC)C1C(=O)O,19,32
2557977-78-1,O=C(O)C=1C=CC=C(C#CC2CCCC2)C1C(=O)O,19,32
2557766-58-0,O=C(O)C1=CC=C(C#CCCCCC)C=C1C(=O)O,19,34
2519098-50-9,O=C(O)C1=CC=C(C#COCC)C=C1C(=O)O,17,26
2505738-63-4,O=C(O)C=1C=CC=C(C#CC(Br)C)C1C(=O)O,17,25
2505254-19-1,O=C(O)C=1C=CC=C(C#CCC(C)(C)C)C1C(=O)O,19,34
2504942-49-6,O=C(O)C=1C=CC=C(C#CCCCCCC)C1C(=O)O,20,37
2494739-65-8,O=C(O)C=1C=CC=C(C#CCC(O)CC)C1C(=O)O,19,32
2494068-06-1,O=C(O)C=1C=CC=C(C#CCCCN)C1C(=O)O,18,30
2476120-34-8,O=C(O)C=1C=CC=C(C#CC(C)(C)CC)C1C(=O)O,19,34
2447566-58-5,O=C(O)C=1C=CC=C(C#CCOCC)C1C(=O)O,18,29
2445920-90-9,O=C(O)C=1C=CC=C(C#CC=2C=CC=CC2C)C1C(=O)O,21,32
2444490-86-0,O=C(O)C=1C=CC=C(C#CCCCCO)C1C(=O)O,19,32
2440660-75-1,O=C(O)C=1C=CC=C(C#CC(Cl)C)C1C(=O)O,17,25
2436672-48-7,O=C(O)C=1C=CC=C(C#CCCCCCCC)C1C(=O)O,21,40
1936714-69-0,O=C(O)C1=CC=C2OOC2=C1C(=O)O,14,17
66650-92-8,O=C(O)C1=CC(=CC(N)=C1C(=O)O)C(C)(C)C,17,22
1219463-88-3,O=C(O)C1=CC=C(C#CC(O)(C)C)C=C1C(=O)O,18,29
1399179-78-2,O=C(O)C1=CC(=C2C=CC=CC2=C1C(=O)O)CC,18,24
1193545-29-7,O=C(O)C1=CC=C(C(=C1C(=O)O)S(=O)(=O)O)C,17,20
1193544-66-9,O=C(O)C=1C=C(C=C(C1C(=O)O)S(=O)(=O)O)C,17,20
176796-67-1,O=C(O)C1=CC=C(C=C1C(=O)O)CC(N)C(=O)O,18,22
2999387-63-0,O=C(O)C1=CC=C(C(=C1C(=O)O)CCCCCC)CC,20,23
2630457-40-6,O=C(O)C=1C=CC=C(C#CCCBr)C1C(=O)O,17,25
2628557-83-3,O=C(O)C1=CC=C(C#CC(=O)C)C=C1C(=O)O,17,24
2616679-38-8,O=C(O)C1=CC=C(C#CC(N)CC)C=C1C(=O)O,18,30
2613587-61-2,O=C(O)C1=CC=C(C#CCC(N)C)C=C1C(=O)O,18,30
2603824-83-3,O=C(O)C=1C=CC=C(C#CCC=2C=CC=CC2)C1C(=O)O,21,32
2602832-72-2,N#CCCCC#CC1=CC=CC(C(=O)O)=C1C(=O)O,29,28
2600829-78-3,N#CCCC#CC1=CC=C(C(=O)O)C(=C1)C(=O)O,26,24
2574927-72-1,O=C(O)C1=CC=C(C#CCCC(C)C)C=C1C(=O)O,19,34
2556783-50-5,O=C(O)C=1C=CC=C(C#CCCCCC#C)C1C(=O)O,20,33
2549873-76-7,O=C(O)C=1C=CC=C(C#CCCCCCC#C)C1C(=O)O,21,36
2548717-39-9,O=C(O)C=1C=CC=C(C#CC(N)CO)C1C(=O)O,18,28
2547209-46-9,O=C(O)C=1C=CC=C(C#CC(N)(C)C)C1C(=O)O,18,30
2528504-14-3,O=C(O)C1=CC=C(C#CCSC)C=C1C(=O)O,17,26
2517761-41-8,O=C(O)C=1C=CC=C(C#CC(O)C(C)C)C1C(=O)O,19,32
2517324-04-6,O=C(O)C1=CC=C(C#CCON)C=C1C(=O)O,17,25
2512135-16-7,O=C(O)C=1C=CC=C(C#C[Si](C)(C)C)C1C(=O)O,18,31
2501659-57-8,O=C(O)C=1C=CC=C(C#CCCCl)C1C(=O)O,17,25
2499042-41-8,O=C(O)C=1C=CC=C(C#CCCCCCO)C1C(=O)O,20,35
2493699-24-2,O=C(O)C=1C=CC=C(C#CC(O)C(=O)O)C1C(=O)O,19,26
2443687-97-4,O=C(O)C1=CC=C(C#CC(C)CCC)C=C1C(=O)O,19,34
1427081-29-5,O=C(O)C1=CC(OC)=C(C=C1C(=O)O)NC,16,22
1390722-01-6,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CC(=O)O,18,22
1389368-64-2,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)CC(=O)O,18,22
1344645-40-4,O=C(O)C1=CC=CC(=C1C(=O)O)CC(N)C(=O)O,18,22
1344539-61-2,O=C(O)C1=CC=C(C=C1C(=O)O)CC(N)C(=O)O,18,22
1344466-13-2,O=C(O)C1=CC=C(C=C1C(=O)O)CC(N)C(=O)O,18,22
1344460-88-3,O=C(O)C1=CC=CC(=C1C(=O)O)CC(N)C(=O)O,18,22
